FIPS,State,County,Health and Quality of Life Score
13185,GA,Lowndes,37.26905516330967
12033,FL,Escambia,37.26215536078838
37159,NC,Rowan,37.261991250145776
38061,ND,Mountrail,37.24989513193563
49045,UT,Tooele,37.22523105729131
30083,MT,Richland,37.194094617113294
49041,UT,Sevier,37.169985714372494
20105,KS,Lincoln,37.1603169629334
42033,PA,Clearfield,37.152905662212206
51590,VA,Danville,37.15000598756178
36101,NY,Steuben,37.147912767577736
48493,TX,Wilson,37.14613207994771
42083,PA,McKean,37.13580637774244
13123,GA,Gilmer,37.13525812975288
55013,WI,Burnett,37.133742606929374
31061,NE,Franklin,37.11298563970654
26087,MI,Lapeer,37.11258033671024
39123,OH,Ottawa,37.1064737705063
37075,NC,Graham,37.10023343841771
6015,CA,Del Norte,37.08326655318631
12005,FL,Bay,37.07688172422956
48141,TX,El Paso,37.075860917661124
45065,SC,McCormick,37.06661264440221
26109,MI,Menominee,37.05928154379593
48057,TX,Calhoun,37.05669695884995
17011,IL,Bureau,37.05495590180357
30099,MT,Teton,37.014847643420794
26127,MI,Oceana,37.00863850266806
45041,SC,Florence,37.003124238977186
18151,IN,Steuben,36.99347054558099
32007,NV,Elko,36.98126159263948
1081,AL,Lee,36.9795271450138
19007,IA,Appanoose,36.95691134280368
17181,IL,Union,36.95636735188458
53041,WA,Lewis,36.94800142795392
17137,IL,Morgan,36.94343671463967
20039,KS,Decatur,36.942957787268696
40039,OK,Custer,36.94154465331432
35047,NM,San Miguel,36.938335579378915
37177,NC,Tyrrell,36.93764180527037
42109,PA,Snyder,36.91309703544181
26147,MI,St. Clair,36.90478566133529
53015,WA,Cowlitz,36.90173986647004
29071,MO,Franklin,36.89992733578275
26063,MI,Huron,36.89889486023688
17041,IL,Douglas,36.89602453254434
28047,MS,Harrison,36.892180760778466
48143,TX,Erath,36.86828446121077
42039,PA,Crawford,36.85359959694834
51125,VA,Nelson,36.84777795133176
39011,OH,Auglaize,36.845952774655416
20097,KS,Kiowa,36.83020494625298
30055,MT,McCone,36.822133296771845
42127,PA,Wayne,36.8197831861275
2013,AK,Aleutians East,36.81506015850101
23021,ME,Piscataquis,36.81005422332499
29097,MO,Jasper,36.8092607103762
32001,NV,Churchill,36.776131739149825
36075,NY,Oswego,36.72749925684816
30095,MT,Stillwater,36.72492449597215
30045,MT,Judith Basin,36.72290038514543
13127,GA,Glynn,36.72217369586114
19115,IA,Louisa,36.68183253456964
45085,SC,Sumter,36.67170838717534
51045,VA,Craig,36.669738117979946
46003,SD,Aurora,36.65192524981674
26071,MI,Iron,36.650986736263754
1069,AL,Houston,36.646160565782
17159,IL,Richland,36.64219389974164
39063,OH,Hancock,36.637998551044916
40059,OK,Harper,36.63197031202213
31005,NE,Arthur,36.626189006799464
20041,KS,Dickinson,36.60864273747739
26153,MI,Schoolcraft,36.607479245734694
41059,OR,Umatilla,36.600723029994555
28045,MS,Hancock,36.59827572655208
29043,MO,Christian,36.59455389873975
18167,IN,Vigo,36.59047079274465
37041,NC,Chowan,36.58059426015281
47189,TN,Wilson,36.5786595283844
22073,LA,Ouachita,36.56530007570663
27051,MN,Grant,36.534289020314965
26015,MI,Barry,36.533307337187
18099,IN,Marshall,36.528026153610476
42037,PA,Columbia,36.52434133869942
51047,VA,Culpeper,36.52086599872918
18077,IN,Jefferson,36.51307210396972
18039,IN,Elkhart,36.5105125394666
55115,WI,Shawano,36.5074105153197
8033,CO,Dolores,36.5054184496345
20189,KS,Stevens,36.48373321781159
27021,MN,Cass,36.48351215079942
6009,CA,Calaveras,36.48250175802382
30071,MT,Phillips,36.463509822083225
18019,IN,Clark,36.413732435972705
27029,MN,Clearwater,36.39815194033985
48413,TX,Schleicher,36.39121459177965
16051,ID,Jefferson,36.38224544558645
26005,MI,Allegan,36.371868964136844
55057,WI,Juneau,36.365154932082625
4011,AZ,Greenlee,36.358276485869666
51147,VA,Prince Edward,36.35292150605599
36105,NY,Sullivan,36.34195213537431
5031,AR,Craighead,36.33215149857341
53047,WA,Okanogan,36.317544000346224
17039,IL,De Witt,36.30961915016204
27115,MN,Pine,36.30439894297332
17067,IL,Hancock,36.304047810814765
48139,TX,Ellis,36.2933023433131
36011,NY,Cayuga,36.279633919430644
55065,WI,Lafayette,36.27123576657376
26091,MI,Lenawee,36.267466565442355
1000,,,36.25309434012859
18085,IN,Kosciusko,36.23983687014853
13275,GA,Thomas,36.20601061537106
53059,WA,Skamania,36.20309004541049
48325,TX,Medina,36.16729322912511
40147,OK,Washington,36.153415564527606
36033,NY,Franklin,36.15310755946643
48019,TX,Bandera,36.147250841320364
13297,GA,Walton,36.146387931084874
51187,VA,Warren,36.14213971339129
20185,KS,Stafford,36.138447822490434
18015,IN,Carroll,36.13647116875873
48105,TX,Crockett,36.12298305949177
54033,WV,Harrison,36.11634579138019
18029,IN,Dearborn,36.11143897226273
13313,GA,Whitfield,36.111201435868544
20043,KS,Doniphan,36.090757152122826
42131,PA,Wyoming,36.080407086089096
18047,IN,Franklin,36.07803247781976
36117,NY,Wayne,36.07609710207031
17145,IL,Perry,36.071341787423336
42073,PA,Lawrence,36.071239963976794
22079,LA,Rapides,36.05423691917837
37069,NC,Franklin,36.03384517973818
4003,AZ,Cochise,36.028469711091596
8029,CO,Delta,36.024911223864294
26155,MI,Shiawassee,36.01387137597903
18109,IN,Morgan,35.97202901532144
36099,NY,Seneca,35.96734933188431
39089,OH,Licking,35.95454107016285
48103,TX,Crane,35.951962404948844
39167,OH,Washington,35.93063207859556
21217,KY,Taylor,35.92156069067472
17005,IL,Bond,35.920456971795005
8081,CO,Moffat,35.91324907888216
23017,ME,Oxford,35.89621725298454
51163,VA,Rockbridge,35.889458549461814
39039,OH,Defiance,35.866781363394416
4023,AZ,Santa Cruz,35.858634284903765
21049,KY,Clark,35.839615825048284
53043,WA,Lincoln,35.836627171189946
42123,PA,Warren,35.8219336381661
48271,TX,Kinney,35.81852715267837
42047,PA,Elk,35.80596868994713
48173,TX,Glasscock,35.80421472647515
37111,NC,McDowell,35.79101852578457
19039,IA,Clarke,35.790616945447596
37085,NC,Harnett,35.788741644477234
40087,OK,McClain,35.788151748774894
48075,TX,Childress,35.786074547654856
16067,ID,Minidoka,35.77831039371443
35023,NM,Hidalgo,35.761094960791006
17157,IL,Randolph,35.76006797010098
29117,MO,Livingston,35.749988423805746
2232,AK,Skagway-Hoonah-Angoon,35.731145338826366
2261,AK,Valdez-Cordova,35.731145338826366
2270,AK,Wade Hampton,35.731145338826366
2201,AK,Prince of Wales-Outer Ketchi,35.731145338826366
46113,SD,Shannon,35.731145338826366
51515,VA,Bedford,35.731145338826366
2280,AK,Wrangell-Petersburg,35.731145338826366
39169,OH,Wayne,35.729776391639135
45007,SC,Anderson,35.71439029442784
18133,IN,Putnam,35.68986713885151
53045,WA,Mason,35.68808096372271
48095,TX,Concho,35.67192069499585
22061,LA,Lincoln,35.659644667512175
37123,NC,Montgomery,35.63947018832804
48367,TX,Parker,35.63300621254575
18069,IN,Huntington,35.629792520097084
48031,TX,Blanco,35.609066115812745
20007,KS,Barber,35.601122417440806
45073,SC,Oconee,35.56988339973253
37091,NC,Hertford,35.54147829005401
48421,TX,Sherman,35.53977555801336
54079,WV,Putnam,35.532217951176484
42051,PA,Fayette,35.519688284027474
6107,CA,Tulare,35.49975055615147
20023,KS,Cheyenne,35.494261352003114
6093,CA,Siskiyou,35.49293227544089
45003,SC,Aiken,35.486398673523865
48443,TX,Terrell,35.48126469607225
42059,PA,Greene,35.467591618996714
20167,KS,Russell,35.452391743261
20125,KS,Montgomery,35.449282223145545
48479,TX,Webb,35.448295440775404
48377,TX,Presidio,35.4320914632651
55107,WI,Rusk,35.43182828516521
21017,KY,Bourbon,35.4141309208901
49017,UT,Garfield,35.41232771963298
18051,IN,Gibson,35.38623579951512
17079,IL,Jasper,35.37339743509809
31117,NE,McPherson,35.36137936355613
26031,MI,Cheboygan,35.34381092866817
18115,IN,Ohio,35.336985564174476
40123,OK,Pontotoc,35.32268342872292
18017,IN,Cass,35.31775229213552
22000,,,35.314875782698934
17095,IL,Knox,35.31019464890438
29101,MO,Johnson,35.299935513390224
31165,NE,Sioux,35.29081398002595
5131,AR,Sebastian,35.28545238202292
28003,MS,Alcorn,35.26598568619345
13039,GA,Camden,35.26142033057557
37027,NC,Caldwell,35.25304480275411
48149,TX,Fayette,35.23671486219248
49047,UT,Uintah,35.23286557221514
6029,CA,Kern,35.22336322446291
46119,SD,Sully,35.21874637663276
16009,ID,Benewah,35.1965221920597
29099,MO,Jefferson,35.19612350659972
18035,IN,Delaware,35.18840323772971
37057,NC,Davidson,35.17642978997182
45053,SC,Jasper,35.11717881254153
42005,PA,Armstrong,35.1085215774894
48503,TX,Young,35.10793953511384
16063,ID,Lincoln,35.10408371006026
51149,VA,Prince George,35.08864860265225
13145,GA,Harris,35.083049607324426
48375,TX,Potter,35.07608768631718
40065,OK,Jackson,35.04661425608472
38053,ND,McKenzie,35.04060154407208
48327,TX,Menard,35.03564051902632
40003,OK,Alfalfa,35.03151285330793
18159,IN,Tipton,35.027154036608124
16011,ID,Bingham,35.02360399064941
37107,NC,Lenoir,34.99884842522029
54039,WV,Kanawha,34.99316229611478
17017,IL,Cass,34.99190523535099
51115,VA,Mathews,34.98908700670627
51065,VA,Fluvanna,34.97850817880484
36095,NY,Schoharie,34.97574492722909
41069,OR,Wheeler,34.973962769935504
37173,NC,Swain,34.953510121211956
19171,IA,Tama,34.953246148191326
48197,TX,Hardeman,34.95323895680035
35037,NM,Quay,34.93102810076585
42117,PA,Tioga,34.929833776395974
29083,MO,Henry,34.91801382784501
41031,OR,Jefferson,34.905257691266506
47157,TN,Shelby,34.90385848291145
13207,GA,Monroe,34.89845054992264
20143,KS,Ottawa,34.891892513076726
51079,VA,Greene,34.88429064445586
16077,ID,Power,34.87865510144506
40047,OK,Garfield,34.863800901523746
17169,IL,Schuyler,34.85996009449985
48195,TX,Hansford,34.85387831245766
13211,GA,Morgan,34.84663936270563
28067,MS,Jones,34.84394014171999
20099,KS,Labette,34.83649349338081
48175,TX,Goliad,34.82466859365465
17081,IL,Jefferson,34.82130002616875
21029,KY,Bullitt,34.81401887469675
30089,MT,Sanders,34.804781664009845
47165,TN,Sumner,34.796481925020665
17187,IL,Warren,34.79055253155708
19051,IA,Davis,34.78415312193749
42115,PA,Susquehanna,34.74448888745037
51640,VA,Galax,34.73113628689802
48053,TX,Burnet,34.72396717108938
37145,NC,Person,34.713265754501215
13223,GA,Paulding,34.70530719504479
13031,GA,Bulloch,34.701307485258724
36057,NY,Montgomery,34.692859306861294
17189,IL,Washington,34.68325624968205
22019,LA,Calcasieu,34.675614166048085
19107,IA,Keokuk,34.61812982062874
47119,TN,Maury,34.612287364703526
38083,ND,Sheridan,34.59838430090279
35005,NM,Chaves,34.59669055119985
31015,NE,Boyd,34.588284462078796
24019,MD,Dorchester,34.55815194979889
42065,PA,Jefferson,34.54343894603993
21143,KY,Lyon,34.53901118457701
42061,PA,Huntingdon,34.538408194319125
21035,KY,Calloway,34.52644369937117
37103,NC,Jones,34.51765743536409
31087,NE,Hitchcock,34.51189927151741
49007,UT,Carbon,34.51055116488473
37181,NC,Vance,34.501622983393084
51101,VA,King William,34.49552570416038
40083,OK,Logan,34.487523709321664
37143,NC,Perquimans,34.484943240377795
47009,TN,Blount,34.48276596892339
35035,NM,Otero,34.46806322533463
16047,ID,Gooding,34.46037250961135
37045,NC,Cleveland,34.45319357020778
48071,TX,Chambers,34.44635951963009
55137,WI,Waushara,34.43718953064721
24001,MD,Allegany,34.4292142536126
6091,CA,Sierra,34.37508031205658
13227,GA,Pickens,34.36876939045843
48021,TX,Bastrop,34.35969912067904
17151,IL,Pope,34.34795609417022
48333,TX,Mills,34.343465546641276
30073,MT,Pondera,34.33499502675984
36097,NY,Schuyler,34.327972956237666
17055,IL,Franklin,34.32147132374872
48417,TX,Shackelford,34.31320173062124
31085,NE,Hayes,34.30494506636422
37151,NC,Randolph,34.28908427106907
13111,GA,Fannin,34.28381503167135
51157,VA,Rappahannock,34.283338936483425
55041,WI,Forest,34.26865236501889
29171,MO,Putnam,34.23288961093085
29087,MO,Holt,34.22783084734703
19071,IA,Fremont,34.22466773109974
48207,TX,Haskell,34.21032925718354
40139,OK,Texas,34.201041523764296
20207,KS,Woodson,34.19868777002531
12053,FL,Hernando,34.18700427562674
26069,MI,Iosco,34.17587057416477
1097,AL,Mobile,34.17137727530086
13157,GA,Jackson,34.17009148307749
20101,KS,Lane,34.1633697869913
22089,LA,St. Charles,34.14394239062675
48245,TX,Jefferson,34.12970055700806
31103,NE,Keya Paha,34.11125085594126
47149,TN,Rutherford,34.10107053259376
17015,IL,Carroll,34.08365659166029
48415,TX,Scurry,34.07288839731279
51165,VA,Rockingham,34.07177778729499
17021,IL,Christian,34.07034063283894
41049,OR,Morrow,34.06781757348335
8071,CO,Las Animas,34.06698784901675
42107,PA,Schuylkill,34.06265448835809
29027,MO,Callaway,34.06211349536414
13187,GA,Lumpkin,34.06080244661512
4027,AZ,Yuma,34.05432445474836
8057,CO,Jackson,34.04636173959605
40009,OK,Beckham,34.04460416366869
37095,NC,Hyde,34.04358625929317
51620,VA,Franklin,34.03382098082178
48015,TX,Austin,34.033339854327906
13095,GA,Dougherty,34.02890306041675
37193,NC,Wilkes,34.02177199312542
13137,GA,Habersham,34.02021292782988
54029,WV,Hancock,34.01234600612106
48017,TX,Bailey,34.01167494234092
26107,MI,Mecosta,34.00156962897608
49009,UT,Daggett,33.99732741939206
17149,IL,Pike,33.994285911655474
48097,TX,Cooke,33.98862278447911
40055,OK,Greer,33.98332263269269
29213,MO,Taney,33.973916851720375
18169,IN,Wabash,33.944395709730784
1083,AL,Limestone,33.93990690309328
20073,KS,Greenwood,33.911994038168665
48243,TX,Jeff Davis,33.90850808674515
18179,IN,Wells,33.88742469455909
21089,KY,Greenup,33.8701113779334
6043,CA,Mariposa,33.86171645646464
48495,TX,Winkler,33.830024305696234
46023,SD,Charles Mix,33.810508483279925
21215,KY,Spencer,33.797660767210715
41019,OR,Douglas,33.78429583210539
20003,KS,Anderson,33.779681193466
16079,ID,Shoshone,33.7759699807275
13237,GA,Putnam,33.77490345990435
39083,OH,Knox,33.77062136654153
39139,OH,Richland,33.76299927731356
42121,PA,Venango,33.747167402027536
48193,TX,Hamilton,33.734647085405236
18129,IN,Posey,33.72934709281615
51720,VA,Norton,33.72535230241119
48295,TX,Lipscomb,33.71842603185231
1077,AL,Lauderdale,33.7089957186449
36123,NY,Yates,33.701876403090615
18095,IN,Madison,33.701181904852774
26027,MI,Cass,33.692815114806244
17117,IL,Macoupin,33.69143512441199
5051,AR,Garland,33.68152097299473
35041,NM,Roosevelt,33.67829632806618
18147,IN,Spencer,33.67102107463634
13169,GA,Jones,33.670056692452285
54093,WV,Tucker,33.66962900635406
13175,GA,Laurens,33.65925591812084
35025,NM,Lea,33.611252286663266
6011,CA,Colusa,33.609635445932845
39161,OH,Van Wert,33.60807554680287
48257,TX,Kaufman,33.58408348143608
26159,MI,Van Buren,33.57659431767307
35059,NM,Union,33.570635645107814
8053,CO,Hinsdale,33.57029559109763
2060,AK,Bristol Bay,33.562384952577936
39143,OH,Sandusky,33.56012089684475
17023,IL,Clark,33.555052042972854
40045,OK,Ellis,33.54990136860846
29121,MO,Macon,33.544665277632404
28025,MS,Clay,33.54349431669661
51009,VA,Amherst,33.54033262416874
12129,FL,Wakulla,33.5337562182644
32017,NV,Lincoln,33.53342914510362
51750,VA,Radford,33.524938933734894
42053,PA,Forest,33.5109466023019
26117,MI,Montcalm,33.490759784647366
30039,MT,Granite,33.490697009681575
48433,TX,Stonewall,33.47423413358028
17165,IL,Saline,33.46368466426766
48263,TX,Kent,33.44817884814855
12083,FL,Marion,33.43524600523962
29219,MO,Warren,33.4346090679555
18107,IN,Montgomery,33.433842899245526
18033,IN,DeKalb,33.43028965568201
49013,UT,Duchesne,33.38802269123858
18083,IN,Knox,33.386826999190745
1033,AL,Colbert,33.384067262824296
39157,OH,Tuscarawas,33.37977624606418
28001,MS,Adams,33.37397949961076
12017,FL,Citrus,33.364760925658565
40153,OK,Woodward,33.36222897395949
37163,NC,Sampson,33.348769323729385
37079,NC,Greene,33.34360370015877
17183,IL,Vermilion,33.324802547013704
48383,TX,Reagan,33.302324453107815
37187,NC,Washington,33.300234125029085
48431,TX,Sterling,33.28755642071602
20011,KS,Bourbon,33.270397446068486
39141,OH,Ross,33.25667759202618
18031,IN,Decatur,33.24037489206522
48135,TX,Ector,33.23645982410783
48347,TX,Nacogdoches,33.23632446098637
21199,KY,Pulaski,33.21503444829797
39149,OH,Shelby,33.21310157683973
21163,KY,Meade,33.20946796931922
13015,GA,Bartow,33.200322598747896
29195,MO,Saline,33.19746671514373
12105,FL,Polk,33.1971390340569
16087,ID,Washington,33.19140422696427
2185,AK,North Slope,33.17883907934588
48037,TX,Bowie,33.177108725755005
22125,LA,West Feliciana,33.161102470655194
36025,NY,Delaware,33.15432961142045
51137,VA,Orange,33.14624554548938
32015,NV,Lander,33.13482969021483
20019,KS,Chautauqua,33.1173603878779
6031,CA,Kings,33.1141701924801
51103,VA,Lancaster,33.10897771982566
29167,MO,Polk,33.09404761261151
53027,WA,Grays Harbor,33.09289489159769
26023,MI,Branch,33.09132907312022
26143,MI,Roscommon,33.08067037475514
39091,OH,Logan,33.07314168243028
8121,CO,Washington,33.06997160108885
42035,PA,Clinton,33.04147707642998
48471,TX,Walker,33.03819759804792
5125,AR,Saline,33.038049469922484
28145,MS,Union,33.02064578424699
6049,CA,Modoc,33.01330223130735
47000,,,33.01161957412317
39171,OH,Williams,32.999041665482544
42025,PA,Carbon,32.98375667363582
37157,NC,Rockingham,32.98322107317293
42031,PA,Clarion,32.982300426442585
37171,NC,Surry,32.97947704857099
29199,MO,Scotland,32.955905394239075
39119,OH,Muskingum,32.95090009678724
8055,CO,Huerfano,32.94279467933284
13103,GA,Effingham,32.922546195891165
40129,OK,Roger Mills,32.91604056204672
48357,TX,Ochiltree,32.91545225757626
48235,TX,Irion,32.914150548560684
17069,IL,Hardin,32.876834520780044
37033,NC,Caswell,32.863905761552815
51155,VA,Pulaski,32.854391023468175
48273,TX,Kleberg,32.82171674446458
32013,NV,Humboldt,32.8168242226215
46109,SD,Roberts,32.806630972233165
6047,CA,Merced,32.80195113568637
30075,MT,Powder River,32.794238438740344
30065,MT,Musselshell,32.78963669143011
37169,NC,Stokes,32.78953174569591
13285,GA,Troup,32.786427331046504
48285,TX,Lavaca,32.78128780354529
21157,KY,Marshall,32.7805766252416
8063,CO,Kit Carson,32.77567375430292
26001,MI,Alcona,32.76860265796302
13013,GA,Barrow,32.76598946408007
8099,CO,Prowers,32.75919231166207
13311,GA,White,32.75117568306544
18073,IN,Jasper,32.75095730036495
42097,PA,Northumberland,32.74602933098761
39053,OH,Gallia,32.72628876772745
29157,MO,Perry,32.70659164129395
23029,ME,Washington,32.70195265083956
30103,MT,Treasure,32.697015709651545
21101,KY,Henderson,32.69232433994607
48089,TX,Colorado,32.682873541809954
17175,IL,Stark,32.68254731063101
42111,PA,Somerset,32.670163997778474
29159,MO,Pettis,32.660956831802174
48003,TX,Andrews,32.65649194257523
1103,AL,Morgan,32.656329713495666
36003,NY,Allegany,32.64568529568332
20199,KS,Wallace,32.6341045724034
26151,MI,Sanilac,32.63357071677199
48129,TX,Donley,32.62936518996812
31115,NE,Loup,32.605109399077215
42087,PA,Mifflin,32.565984844272826
26085,MI,Lake,32.5634992791146
18113,IN,Noble,32.52790628615106
17139,IL,Moultrie,32.480878580835835
6035,CA,Lassen,32.48055964263524
29053,MO,Cooper,32.47738437872885
48123,TX,DeWitt,32.46002524351684
18013,IN,Brown,32.44608195620629
2105,AK,Hoonah-Angoon,32.43919496203564
47125,TN,Montgomery,32.435786649041354
17135,IL,Montgomery,32.42694332612418
36009,NY,Cattaraugus,32.42591688596949
29003,MO,Andrew,32.42297227149743
35015,NM,Eddy,32.41730628563857
35033,NM,Mora,32.39200453694898
21225,KY,Union,32.386646729831924
5005,AR,Baxter,32.3808750984965
18171,IN,Warren,32.36670217331448
54025,WV,Greenbrier,32.343429688761525
1125,AL,Tuscaloosa,32.32576816317305
13045,GA,Carroll,32.32372789919925
39051,OH,Fulton,32.2949946078145
42009,PA,Bedford,32.27261645358216
29049,MO,Clinton,32.27207970800018
20089,KS,Jewell,32.270555690048354
20139,KS,Osage,32.268130018237116
36017,NY,Chenango,32.25412733965284
48065,TX,Carson,32.250569872700915
31007,NE,Banner,32.246765114082066
6033,CA,Lake,32.21998240133201
17121,IL,Marion,32.215612991253565
40025,OK,Cimarron,32.212650349295814
39005,OH,Ashland,32.20719435828697
48399,TX,Runnels,32.20307434287501
17173,IL,Shelby,32.191662777878115
28117,MS,Prentiss,32.16811078044133
41037,OR,Lake,32.16539171584419
26013,MI,Baraga,32.15750862654339
45071,SC,Newberry,32.133734455164294
48179,TX,Gray,32.132501482770465
1001,AL,Autauga,32.123043295438414
39097,OH,Madison,32.12285185554856
8115,CO,Sedgwick,32.119536602094854
17125,IL,Mason,32.10547712414088
26011,MI,Arenac,32.09207800006827
48281,TX,Lampasas,32.06361605568221
37003,NC,Alexander,32.06119798266461
51580,VA,Covington,32.06056448607051
18145,IN,Shelby,32.04651143167485
51005,VA,Alleghany,32.04580306476907
39009,OH,Athens,32.02096452852979
51071,VA,Giles,32.00961230428813
39129,OH,Pickaway,32.00277529843429
26059,MI,Hillsdale,31.998448034780445
26149,MI,St. Joseph,31.967686673660857
48465,TX,Val Verde,31.962417618356966
6021,CA,Glenn,31.959336530503677
22023,LA,Cameron,31.939248748622866
17127,IL,Massac,31.931444128428517
21005,KY,Anderson,31.930505384978062
40019,OK,Carter,31.928426926661352
17057,IL,Fulton,31.92762461614744
42099,PA,Perry,31.911802179768518
35051,NM,Sierra,31.907319626208004
12055,FL,Highlands,31.897692132773503
20191,KS,Sumner,31.88595756556469
29201,MO,Scott,31.866547220376265
40007,OK,Beaver,31.8547707751284
53051,WA,Pend Oreille,31.853792138204398
30107,MT,Wheatland,31.853219376053147
41045,OR,Malheur,31.85162791855524
17075,IL,Iroquois,31.848687124073283
17051,IL,Fayette,31.84118531614136
48049,TX,Brown,31.838883211278628
29187,MO,St. Francois,31.838029501849103
38087,ND,Slope,31.831919042867238
47011,TN,Bradley,31.816394600382292
48069,TX,Castro,31.815502082663127
1031,AL,Coffee,31.809914450481884
6003,CA,Alpine,31.79529323953167
28113,MS,Pike,31.7663669890083
17101,IL,Lawrence,31.761620133537157
51159,VA,Richmond,31.74912542267582
17047,IL,Edwards,31.74718147670267
51171,VA,Shenandoah,31.74091396708663
28085,MS,Lincoln,31.732503774864778
18181,IN,White,31.729212103270868
39077,OH,Huron,31.72718313566212
34033,NJ,Salem,31.707042835752375
32021,NV,Mineral,31.702711132224028
18093,IN,Lawrence,31.69151806970792
16073,ID,Owyhee,31.677794950073586
51035,VA,Carroll,31.675235949540667
48481,TX,Wharton,31.669329605860614
18065,IN,Henry,31.66311738500843
29063,MO,DeKalb,31.647916980777865
18165,IN,Vermillion,31.639514948349518
31183,NE,Wheeler,31.63425859853983
13225,GA,Peach,31.633955771775124
18161,IN,Union,31.61798033236461
40137,OK,Stephens,31.61073936484316
20165,KS,Rush,31.60937618456397
51197,VA,Wythe,31.60562338848821
39037,OH,Darke,31.596591303155165
5115,AR,Pope,31.587486247047227
48005,TX,Angelina,31.57369525009651
17045,IL,Edgar,31.568653938599493
18091,IN,LaPorte,31.566788693845552
12023,FL,Columbia,31.553518541326213
48009,TX,Archer,31.542196585141628
51730,VA,Petersburg,31.537047920155747
18023,IN,Clinton,31.534743169210294
28147,MS,Walthall,31.5120445162158
28159,MS,Winston,31.506257122022095
20107,KS,Linn,31.491133503323756
6105,CA,Trinity,31.488391304017938
17035,IL,Cumberland,31.477519232453997
37093,NC,Hoke,31.464138351808817
35061,NM,Valencia,31.457617578297256
29151,MO,Osage,31.43949022306984
26157,MI,Tuscola,31.406499547284678
31173,NE,Thurston,31.372406756876764
48227,TX,Howard,31.371168777390192
30037,MT,Golden Valley,31.356951871393733
21125,KY,Laurel,31.337717327420403
12045,FL,Gulf,31.33227592045053
28131,MS,Stone,31.28879330517829
48007,TX,Aransas,31.275281161111263
48255,TX,Karnes,31.26738778243819
37117,NC,Martin,31.24340777974115
18061,IN,Harrison,31.23878341004543
18001,IN,Adams,31.221292511420003
55019,WI,Clark,31.21023460639514
40053,OK,Grant,31.19908239499686
39069,OH,Henry,31.18234085634452
18053,IN,Grant,31.150562391044524
40051,OK,Grady,31.14395754467884
20135,KS,Ness,31.14140711684636
21213,KY,Simpson,31.13322976419806
21009,KY,Barren,31.117380504375955
12065,FL,Jefferson,31.11658620255867
42113,PA,Sullivan,31.1034742842451
22121,LA,West Baton Rouge,31.087773451941448
37197,NC,Yadkin,31.082159169893107
28043,MS,Grenada,31.06988641591528
28029,MS,Copiah,31.068428291401457
45055,SC,Kershaw,31.06541402948565
32027,NV,Pershing,31.0426456862552
51595,VA,Emporia,31.03840484331502
28109,MS,Pearl River,31.035955880020264
22109,LA,Terrebonne,31.034205923353397
54011,WV,Cabell,31.018563587984005
5043,AR,Drew,30.98495463089228
26141,MI,Presque Isle,30.9686727515579
29217,MO,Vernon,30.967123926964586
48231,TX,Hunt,30.909880629231335
47163,TN,Sullivan,30.89999095345674
29227,MO,Worth,30.89138676933634
29007,MO,Audrain,30.86212570299522
51520,VA,Bristol,30.826466006031364
37073,NC,Gates,30.817209874767137
48321,TX,Matagorda,30.81132120891
39147,OH,Seneca,30.811191921386975
53049,WA,Pacific,30.790065794412076
6103,CA,Tehama,30.784116479153894
51113,VA,Madison,30.77574918211586
22095,LA,St. John the Baptist,30.75007581930797
48475,TX,Ward,30.745980447451995
28083,MS,Leflore,30.74375152238959
35039,NM,Rio Arriba,30.739040924986703
47105,TN,Loudon,30.72356199414705
39101,OH,Marion,30.70150713166043
31075,NE,Grant,30.681778971574595
21173,KY,Montgomery,30.678912239732124
48341,TX,Moore,30.668333093826043
13083,GA,Dade,30.646776390650526
26131,MI,Ontonagon,30.623105143910877
16053,ID,Jerome,30.558093757742814
48409,TX,San Patricio,30.550951083972805
51530,VA,Buena Vista,30.548529985025432
48497,TX,Wise,30.5458617507487
28137,MS,Tate,30.53995737299306
4021,AZ,Pinal,30.53534222357417
17025,IL,Clay,30.526861102921835
48159,TX,Franklin,30.51964597060386
48061,TX,Cameron,30.51901601542397
48109,TX,Culberson,30.50057506605739
48099,TX,Coryell,30.50021830117784
13261,GA,Sumter,30.49571667897402
13009,GA,Baldwin,30.485349974475128
12003,FL,Baker,30.48127161000736
40103,OK,Noble,30.474081103231946
21091,KY,Hancock,30.473834678610782
39033,OH,Crawford,30.463564801424326
51117,VA,Mecklenburg,30.454638617461242
1055,AL,Etowah,30.441533314439603
18021,IN,Clay,30.427112888341014
13257,GA,Stephens,30.4160758337079
45037,SC,Edgefield,30.41500599191878
28017,MS,Chickasaw,30.407266012561973
6039,CA,Madera,30.403692398059874
51017,VA,Bath,30.389413716172363
51067,VA,Franklin,30.384211800192112
21097,KY,Harrison,30.379752936682106
13217,GA,Newton,30.37898007622083
13147,GA,Hart,30.373379294244668
21081,KY,Grant,30.371981273780236
20205,KS,Wilson,30.36887140513185
22075,LA,Plaquemines,30.363353410065567
42057,PA,Fulton,30.32668015895277
48119,TX,Delta,30.31003845234104
17131,IL,Mercer,30.264853427361647
48033,TX,Borden,30.260674143659532
48371,TX,Pecos,30.24838585454752
51049,VA,Cumberland,30.24817242492263
48429,TX,Stephens,30.24664829558443
18103,IN,Miami,30.22922381485632
51031,VA,Campbell,30.226874317189285
18027,IN,Daviess,30.193748867858105
28009,MS,Benton,30.19258320373274
