State,County,Year,Violent Crime,Property Crime
Minnesota,Pope,2022,4,25
Minnesota,Red Lake,2022,4,4
Minnesota,Redwood,2022,9,39
Minnesota,Renville,2022,12,92
Minnesota,Rice,2022,17,111
Minnesota,Rock,2022,4,42
Minnesota,Roseau,2022,15,35
Minnesota,Sibley,2022,5,13
Minnesota,Steele,2022,16,64
Minnesota,Stevens,2022,6,42
Minnesota,Swift,2022,1,2
Minnesota,Todd,2022,29,111
Minnesota,Traverse,2022,4,8
Minnesota,Wadena,2022,0,2
Minnesota,Waseca,2022,10,47
Minnesota,Watonwan,2022,7,27
Minnesota,Wilkin,2022,2,10
Minnesota,Winona,2022,9,72
Minnesota,Yellow Medicine,2022,4,26
Mississippi,Covington,2022,10,135
Mississippi,DeSoto,2022,43,215
Mississippi,Forrest,2022,58,308
Mississippi,Hancock,2022,32,492
Mississippi,Harrison,2022,66,849
Mississippi,Lamar,2022,60,500
Mississippi,Madison,2022,84,175
Mississippi,Stone,2022,28,184
Mississippi,Tate,2022,28,125
Mississippi,Tunica,2022,65,454
Mississippi,Alcorn,2022,11,245
Mississippi,Amite,2022,17,31
Mississippi,Attala,2022,18,72
Mississippi,Bolivar,2022,60,245
Mississippi,Calhoun,2022,21,26
Mississippi,Chickasaw,2022,7,10
Mississippi,Choctaw,2022,10,45
Mississippi,Claiborne,2022,18,17
Mississippi,Clay,2022,18,44
Mississippi,Coahoma,2022,9,16
Mississippi,George,2022,60,368
Mississippi,Greene,2022,13,35
Mississippi,Grenada,2022,56,211
Mississippi,Jasper,2022,27,66
Mississippi,Kemper,2022,15,23
Mississippi,Lafayette,2022,19,157
Mississippi,Leake,2022,33,132
Mississippi,Lee,2022,74,503
Mississippi,Lincoln,2022,33,219
Mississippi,Lowndes,2022,76,373
Mississippi,Marion,2022,67,116
Mississippi,Monroe,2022,35,118
Mississippi,Neshoba,2022,39,112
Mississippi,Noxubee,2022,19,34
Mississippi,Oktibbeha,2022,63,321
Mississippi,Pike,2022,95,298
Mississippi,Pontotoc,2022,61,203
Mississippi,Prentiss,2022,23,138
Mississippi,Smith,2022,5,46
Mississippi,Sunflower,2022,16,93
Mississippi,Tallahatchie,2022,36,119
Mississippi,Tishomingo,2022,22,94
Mississippi,Union,2022,50,146
Mississippi,Walthall,2022,24,93
Mississippi,Wayne,2022,25,96
Mississippi,Winston,2022,28,67
Missouri,Andrew,2022,24,93
Missouri,Bates,2022,60,117
Missouri,Bollinger,2022,55,42
Missouri,Boone,2022,120,611
Missouri,Buchanan,2022,19,148
Missouri,Caldwell,2022,4,19
Missouri,Callaway,2022,69,285
Missouri,Cape Girardeau,2022,56,156
Missouri,Clay,2022,35,126
Missouri,Clinton,2022,12,75
Missouri,Cole,2022,49,200
Missouri,Dallas,2022,35,81
Missouri,DeKalb,2022,15,46
Missouri,Franklin,2022,32,292
Missouri,Greene,2022,117,758
Missouri,Howard,2022,22,32
Missouri,Jackson,2022,118,387
Missouri,Jasper,2022,62,499
Missouri,Jefferson,2022,469,1930
Missouri,Lafayette,2022,2,68
Missouri,Lincoln,2022,125,265
Missouri,Newton,2022,98,572
Missouri,Osage,2022,7,81
Missouri,Platte,2022,58,283
Missouri,Polk,2022,44,205
Missouri,Ray,2022,92,123
Missouri,St. Charles,2022,0,0
Missouri,St. Charles County Police Department,2022,101,297
Missouri,St. Louis County Police Department,2022,1808,8679
Missouri,Warren,2022,23,141
Missouri,Webster,2022,152,115
Missouri,Audrain,2022,32,82
Missouri,Barry,2022,29,185
Missouri,Barton,2022,21,80
Missouri,Benton,2022,26,132
Missouri,Butler,2022,71,496
Missouri,Camden,2022,71,195
Missouri,Carter,2022,27,26
Missouri,Cedar,2022,50,73
Missouri,Chariton,2022,25,44
Missouri,Clark,2022,2,67
Missouri,Crawford,2022,31,97
Missouri,Dade,2022,41,97
Missouri,Daviess,2022,27,61
Missouri,Dent,2022,20,55
Missouri,Douglas,2022,20,43
Missouri,Dunklin,2022,3,45
Missouri,Henry,2022,105,256
Missouri,Hickory,2022,16,46
Missouri,Holt,2022,10,23
Missouri,Howell,2022,45,185
Missouri,Iron,2022,16,16
Missouri,Johnson,2022,31,216
Missouri,Laclede,2022,19,212
Missouri,Lawrence,2022,31,219
Missouri,Lewis,2022,1,11
Missouri,Linn,2022,14,12
Missouri,Livingston,2022,10,32
Missouri,Macon,2022,9,65
Missouri,Madison,2022,6,19
Missouri,Maries,2022,26,139
Missouri,Marion,2022,0,44
Missouri,McDonald,2022,153,225
Missouri,Mercer,2022,1,7
Missouri,Miller,2022,69,153
Missouri,Mississippi,2022,13,99
Missouri,Monroe,2022,47,46
Missouri,Montgomery,2022,13,55
Missouri,New Madrid,2022,38,132
Missouri,Nodaway,2022,15,53
Missouri,Oregon,2022,12,24
Missouri,Ozark,2022,28,43
Missouri,Pemiscot,2022,10,78
Missouri,Perry,2022,22,28
Missouri,Pettis,2022,8,27
Missouri,Phelps,2022,35,202
Missouri,Pike,2022,20,84
Missouri,Ralls,2022,5,36
Missouri,Randolph,2022,44,28
Missouri,Reynolds,2022,5,3
Missouri,Ripley,2022,4,72
Missouri,Saline,2022,108,105
Missouri,Schuyler,2022,6,60
Missouri,Shannon,2022,17,37
Missouri,Shelby,2022,0,6
Missouri,St. Clair,2022,8,35
Missouri,Ste. Genevieve,2022,63,97
Missouri,St. Francois,2022,55,351
Missouri,Stoddard,2022,41,165
Missouri,Stone,2022,42,376
Missouri,Taney,2022,60,194
Missouri,Texas,2022,53,95
Missouri,Vernon,2022,29,114
Missouri,Washington,2022,45,85
Missouri,Wayne,2022,60,111
Missouri,Wright,2022,37,51
Montana,Carbon,2022,4,6
Montana,Cascade,2022,56,200
Montana,Missoula,2022,128,369
Montana,Stillwater,2022,27,38
Montana,Yellowstone,2022,128,622
Montana,Big Horn,2022,35,131
Montana,Broadwater,2022,20,31
Montana,Butte-Silver Bow,2022,117,1569
Montana,Carter,2022,0,0
Montana,Chouteau,2022,3,0
Montana,Custer,2022,12,21
Montana,Dawson,2022,10,26
Montana,Deer Lodge,2022,24,160
Montana,Fallon,2022,3,1
Montana,Fergus,2022,5,1
Montana,Flathead,2022,222,786
Montana,Gallatin,2022,130,386
Montana,Garfield,2022,0,1
Montana,Glacier,2022,9,24
Montana,Golden Valley,2022,0,4
Montana,Granite,2022,5,37
Montana,Hill,2022,15,138
Montana,Jefferson,2022,19,79
Montana,Judith Basin,2022,3,0
Montana,Lake,2022,116,257
Montana,Lewis and Clark,2022,91,267
Montana,Liberty,2022,1,6
Montana,Lincoln,2022,16,22
Montana,Madison,2022,5,19
Montana,McCone,2022,1,1
Montana,Mineral,2022,18,40
Montana,Musselshell,2022,21,34
Montana,Park,2022,15,45
Montana,Petroleum,2022,0,0
Montana,Phillips,2022,31,23
Montana,Pondera,2022,0,23
Montana,Powder River,2022,1,0
Montana,Powell,2022,21,13
Montana,Prairie,2022,3,1
Montana,Ravalli,2022,21,42
Montana,Richland,2022,9,15
Montana,Roosevelt,2022,35,28
Montana,Rosebud,2022,6,4
Montana,Sanders,2022,18,27
Montana,Sheridan,2022,21,48
Montana,Sweet Grass,2022,23,19
Montana,Teton,2022,11,26
Montana,Toole,2022,10,66
Montana,Treasure,2022,0,0
Montana,Valley,2022,8,5
Montana,Wheatland,2022,6,3
Montana,Wibaux,2022,0,0
Nebraska,Cass,2022,13,113
Nebraska,Dakota,2022,14,73
Nebraska,Dixon,2022,10,11
Nebraska,Douglas,2022,79,646
Nebraska,Hall,2022,7,125
Nebraska,Lancaster,2022,22,208
Nebraska,Sarpy,2022,52,691
Nebraska,Saunders,2022,4,58
Nebraska,Seward,2022,8,10
Nebraska,Adams,2022,3,24
Nebraska,Box Butte,2022,3,27
Nebraska,Buffalo,2022,25,116
Nebraska,Burt,2022,1,4
Nebraska,Butler,2022,1,8
Nebraska,Cedar,2022,5,26
Nebraska,Chase,2022,0,2
Nebraska,Cherry,2022,2,6
Nebraska,Cheyenne,2022,15,7
Nebraska,Colfax,2022,2,20
Nebraska,Custer,2022,4,37
Nebraska,Furnas,2022,4,42
Nebraska,Gage,2022,22,47
Nebraska,Gosper,2022,0,1
Nebraska,Hamilton,2022,2,18
Nebraska,Jefferson,2022,3,56
Nebraska,Johnson,2022,4,13
Nebraska,Kearney,2022,3,19
Nebraska,Keith,2022,1,12
Nebraska,Lincoln,2022,5,43
Nebraska,Logan,2022,0,0
Nebraska,Madison,2022,6,19
Nebraska,McPherson,2022,0,1
Nebraska,Morrill,2022,2,22
Nebraska,Nemaha,2022,13,43
Nebraska,Otoe,2022,7,41
Nebraska,Perkins,2022,1,19
Nebraska,Pierce,2022,1,13
Nebraska,Platte,2022,15,75
Nebraska,Richardson,2022,5,19
Nebraska,Scotts Bluff,2022,10,78
Nebraska,Sheridan,2022,7,10
Nebraska,Stanton,2022,1,0
Nebraska,Thayer,2022,9,16
Nebraska,Valley,2022,3,4
Nebraska,Wayne,2022,1,10
Nevada,Carson City,2022,187,570
Nevada,Storey,2022,18,58
Nevada,Washoe,2022,323,773
Nevada,Churchill,2022,22,94
Nevada,Douglas,2022,79,444
Nevada,Elko,2022,48,198
Nevada,Eureka,2022,6,41
Nevada,Humboldt,2022,21,134
Nevada,Lander,2022,40,99
Nevada,Lyon,2022,159,491
Nevada,Mineral,2022,8,39
Nevada,Nye,2022,174,860
Nevada,White Pine,2022,37,49
New Hampshire,Hillsborough,2022,2,0
New Hampshire,Rockingham,2022,4,1
New Hampshire,Strafford,2022,3,1
New Hampshire,Belknap,2022,1,14
New Hampshire,Carroll,2022,3,42
New Hampshire,Cheshire,2022,6,12
New Hampshire,Grafton,2022,0,0
New Hampshire,Merrimack,2022,0,1
New Hampshire,Sullivan,2022,1,6
New Jersey,Atlantic,2022,0,0
New Jersey,Bergen,2022,0,0
New Jersey,Burlington,2022,0,0
New Jersey,Camden,2022,3,38
New Jersey,Cape May,2022,0,0
New Jersey,Cumberland,2022,0,0
New Jersey,Essex,2022,81,140
New Jersey,Gloucester,2022,0,2
New Jersey,Hudson,2022,0,0
New Jersey,Hunterdon,2022,0,0
New Jersey,Middlesex,2022,0,0
New Jersey,Monmouth,2022,3,0
New Jersey,Morris,2022,0,0
New Jersey,Ocean,2022,0,5
New Jersey,Salem,2022,0,0
New Jersey,Somerset,2022,3,0
New Jersey,Sussex,2022,0,0
New Jersey,Union,2022,0,0
New Jersey,Warren,2022,0,0
New Mexico,Bernalillo,2022,777,2243
New Mexico,Dona Ana,2022,339,1209
New Mexico,San Juan,2022,240,413
New Mexico,Santa Fe,2022,134,465
New Mexico,Torrance,2022,58,198
New Mexico,Valencia,2022,224,768
New Mexico,Chaves,2022,57,215
New Mexico,Curry,2022,20,191
New Mexico,De Baca,2022,9,20
New Mexico,Eddy,2022,69,393
New Mexico,Guadalupe,2022,0,6
New Mexico,Hidalgo,2022,6,20
New Mexico,Lea,2022,75,557
New Mexico,McKinley,2022,58,147
New Mexico,Mora,2022,13,22
New Mexico,Quay,2022,4,22
New Mexico,San Miguel,2022,0,1
New Mexico,Sierra,2022,12,27
New Mexico,Socorro,2022,18,68
New Mexico,Union,2022,5,7
New York,Albany,2022,10,116
New York,Broome,2022,41,609
New York,Dutchess,2022,44,344
New York,Erie,2022,111,617
New York,Herkimer,2022,0,19
New York,Jefferson,2022,12,182
New York,Livingston,2022,18,255
New York,Madison,2022,10,109
New York,Monroe,2022,189,2360
New York,Nassau,2022,1748,13870
New York,Niagara,2022,32,540
New York,Oneida,2022,47,263
New York,Onondaga,2022,198,1330
New York,Ontario,2022,47,563
New York,Orange,2022,2,5
New York,Orleans,2022,9,141
New York,Oswego,2022,44,365
New York,Rensselaer,2022,23,172
New York,Saratoga,2022,84,1200
New York,Schenectady,2022,0,29
New York,Schoharie,2022,3,12
New York,Suffolk County Police Department,2022,1201,17089
New York,Tompkins,2022,29,288
New York,Ulster,2022,14,121
New York,Warren,2022,24,488
New York,Washington,2022,34,109
New York,Westchester Public Safety,2022,6,140
New York,Yates,2022,12,88
New York,Allegany,2022,10,0
New York,Cattaraugus,2022,41,212
New York,Cayuga,2022,10,96
New York,Chautauqua,2022,42,381
New York,Columbia,2022,9,318
New York,Cortland,2022,26,289
New York,Delaware,2022,12,106
New York,Essex,2022,4,6
New York,Genesee,2022,23,286
New York,Greene,2022,17,30
New York,Hamilton,2022,0,6
New York,Lewis,2022,4,73
New York,Montgomery,2022,3,173
New York,Otsego,2022,4,8
New York,Schuyler,2022,6,34
New York,Seneca,2022,12,86
New York,Steuben,2022,10,112
New York,St. Lawrence,2022,10,33
New York,Wyoming,2022,11,100
North Carolina,Alamance,2022,164,608
North Carolina,Alexander,2022,70,352
North Carolina,Brunswick,2022,185,790
North Carolina,Buncombe,2022,142,1482
North Carolina,Burke,2022,142,747
North Carolina,Cabarrus,2022,52,561
North Carolina,Caldwell,2022,56,825
North Carolina,Catawba,2022,125,863
North Carolina,Chatham,2022,84,530
North Carolina,Craven,2022,94,499
North Carolina,Currituck,2022,64,267
North Carolina,Davidson,2022,73,1276
North Carolina,Durham,2022,88,421
North Carolina,Edgecombe,2022,102,300
North Carolina,Forsyth,2022,264,1509
North Carolina,Gaston,2022,21,2
North Carolina,Gaston County Police Department,2022,137,783
North Carolina,Gates,2022,11,81
North Carolina,Granville,2022,62,397
North Carolina,Guilford,2022,265,1047
North Carolina,Harnett,2022,266,1539
North Carolina,Haywood,2022,66,536
North Carolina,Henderson,2022,105,839
North Carolina,Iredell,2022,148,632
North Carolina,Johnston,2022,124,1597
North Carolina,Lincoln,2022,112,910
North Carolina,Madison,2022,10,120
North Carolina,Nash,2022,49,290
North Carolina,New Hanover,2022,112,1210
North Carolina,Orange,2022,119,467
North Carolina,Pamlico,2022,35,144
North Carolina,Pender,2022,89,549
North Carolina,Person,2022,56,248
North Carolina,Pitt,2022,170,632
North Carolina,Randolph,2022,102,851
North Carolina,Rockingham,2022,45,590
North Carolina,Rowan,2022,150,825
North Carolina,Union,2022,155,1512
North Carolina,Wake,2022,222,1272
North Carolina,Wayne,2022,201,1074
North Carolina,Yadkin,2022,41,286
North Carolina,Alleghany,2022,6,102
North Carolina,Ashe,2022,26,169
North Carolina,Avery,2022,18,104
North Carolina,Bertie,2022,69,165
North Carolina,Cherokee,2022,63,524
North Carolina,Chowan,2022,3,90
North Carolina,Clay,2022,19,154
North Carolina,Cleveland,2022,182,627
North Carolina,Dare,2022,18,191
North Carolina,Duplin,2022,79,691
North Carolina,Greene,2022,47,240
North Carolina,Halifax,2022,104,401
North Carolina,Hertford,2022,20,112
North Carolina,Jackson,2022,73,313
North Carolina,Lee,2022,41,208
North Carolina,Macon,2022,33,374
North Carolina,Martin,2022,44,199
North Carolina,McDowell,2022,69,676
North Carolina,Montgomery,2022,43,212
North Carolina,Moore,2022,59,461
North Carolina,Pasquotank,2022,51,256
North Carolina,Perquimans,2022,33,113
North Carolina,Polk,2022,13,138
North Carolina,Richmond,2022,241,1043
North Carolina,Robeson,2022,974,2382
North Carolina,Rutherford,2022,130,543
North Carolina,Scotland,2022,123,405
North Carolina,Surry,2022,87,524
North Carolina,Swain,2022,38,158
North Carolina,Transylvania,2022,24,190
North Carolina,Tyrrell,2022,16,38
North Carolina,Vance,2022,105,465
North Carolina,Warren,2022,50,325
North Carolina,Watauga,2022,15,198
North Carolina,Wilkes,2022,130,576
North Carolina,Wilson,2022,46,180
North Carolina,Yancey,2022,15,56
North Dakota,Burleigh,2022,20,112
North Dakota,Cass,2022,27,114
North Dakota,Grand Forks,2022,21,70
North Dakota,Morton,2022,8,78
North Dakota,Oliver,2022,1,2
North Dakota,Adams,2022,3,10
North Dakota,Barnes,2022,2,9
North Dakota,Benson,2022,2,13
North Dakota,Billings,2022,0,1
North Dakota,Bottineau,2022,8,54
North Dakota,Bowman,2022,0,3
North Dakota,Burke,2022,1,6
North Dakota,Cavalier,2022,4,12
North Dakota,Dickey,2022,0,1
North Dakota,Divide,2022,1,7
North Dakota,Dunn,2022,1,21
North Dakota,Eddy,2022,2,16
North Dakota,Emmons,2022,2,41
North Dakota,Foster,2022,1,3
North Dakota,Golden Valley,2022,4,8
North Dakota,Griggs,2022,1,9
North Dakota,Hettinger,2022,4,7
North Dakota,Kidder,2022,0,4
North Dakota,Lamoure,2022,1,4
North Dakota,Logan,2022,0,3
North Dakota,McHenry,2022,9,36
North Dakota,McIntosh,2022,1,18
North Dakota,McKenzie,2022,16,87
North Dakota,McLean,2022,9,72
North Dakota,Mercer,2022,1,13
North Dakota,Mountrail,2022,7,67
North Dakota,Nelson,2022,1,16
North Dakota,Pembina,2022,4,26
North Dakota,Pierce,2022,0,12
North Dakota,Ramsey,2022,9,17
North Dakota,Ransom,2022,2,12
North Dakota,Renville,2022,3,12
North Dakota,Richland,2022,2,52
North Dakota,Rolette,2022,6,17
North Dakota,Sargent,2022,2,15
North Dakota,Sheridan,2022,1,16
North Dakota,Sioux,2022,0,1
North Dakota,Slope,2022,0,1
North Dakota,Stark,2022,5,76
North Dakota,Steele,2022,0,0
North Dakota,Stutsman,2022,5,28
North Dakota,Towner,2022,4,18
North Dakota,Traill,2022,2,40
North Dakota,Walsh,2022,9,31
North Dakota,Ward,2022,26,103
North Dakota,Wells,2022,4,4
North Dakota,Williams,2022,23,138
Ohio,Allen,2022,78,614
Ohio,Belmont,2022,77,115
Ohio,Butler,2022,38,615
Ohio,Carroll,2022,9,65
Ohio,Clark,2022,35,570
Ohio,Clermont,2022,90,611
Ohio,Delaware,2022,67,889
Ohio,Fairfield,2022,84,971
Ohio,Franklin,2022,118,539
Ohio,Fulton,2022,17,159
Ohio,Geauga,2022,10,64
Ohio,Greene,2022,32,287
Ohio,Hamilton,2022,188,1883
Ohio,Hocking,2022,64,210
Ohio,Jefferson,2022,38,71
Ohio,Lawrence,2022,47,382
Ohio,Licking,2022,71,826
Ohio,Lorain,2022,69,438
Ohio,Lucas,2022,63,785
Ohio,Madison,2022,43,180
Ohio,Miami,2022,43,283
Ohio,Montgomery,2022,253,1200
Ohio,Morrow,2022,53,91
Ohio,Perry,2022,25,65
Ohio,Pickaway,2022,23,492
Ohio,Portage,2022,74,641
Ohio,Richland,2022,64,565
Ohio,Stark,2022,106,1231
Ohio,Summit,2022,99,1069
Ohio,Trumbull,2022,9,156
Ohio,Union,2022,33,213
Ohio,Warren,2022,43,834
Ohio,Wood,2022,29,310
Ohio,Adams,2022,7,64
Ohio,Ashland,2022,37,71
Ohio,Ashtabula,2022,48,495
Ohio,Athens,2022,16,279
Ohio,Auglaize,2022,7,36
Ohio,Champaign,2022,37,145
Ohio,Clinton,2022,8,63
Ohio,Columbiana,2022,17,120
Ohio,Coshocton,2022,53,366
Ohio,Crawford,2022,6,53
Ohio,Darke,2022,9,167
Ohio,Defiance,2022,18,96
Ohio,Erie,2022,3,61
Ohio,Fayette,2022,22,277
Ohio,Gallia,2022,24,116
Ohio,Hancock,2022,28,216
Ohio,Harrison,2022,6,55
Ohio,Henry,2022,16,133
Ohio,Highland,2022,23,205
Ohio,Jackson,2022,29,123
Ohio,Knox,2022,22,234
Ohio,Logan,2022,21,116
Ohio,Meigs,2022,32,118
Ohio,Mercer,2022,2,19
Ohio,Monroe,2022,1,20
Ohio,Morgan,2022,32,94
Ohio,Pike,2022,31,195
Ohio,Preble,2022,21,98
Ohio,Ross,2022,79,787
Ohio,Scioto,2022,101,517
Ohio,Seneca,2022,18,200
Ohio,Shelby,2022,13,86
Ohio,Tuscarawas,2022,47,294
Ohio,Van Wert,2022,24,75
Ohio,Vinton,2022,24,116
Ohio,Washington,2022,21,248
Ohio,Wayne,2022,49,549
Oklahoma,Canadian,2022,13,127
Oklahoma,Cleveland,2022,39,159
Oklahoma,Comanche,2022,20,147
Oklahoma,Cotton,2022,11,49
Oklahoma,Creek,2022,29,292
Oklahoma,Garfield,2022,14,78
Oklahoma,Grady,2022,28,223
Oklahoma,Lincoln,2022,84,234
Oklahoma,Logan,2022,35,333
Oklahoma,McClain,2022,21,185
Oklahoma,Oklahoma,2022,29,148
Oklahoma,Okmulgee,2022,24,174
Oklahoma,Osage,2022,45,408
Oklahoma,Pawnee,2022,12,78
Oklahoma,Rogers,2022,61,410
Oklahoma,Sequoyah,2022,63,218
Oklahoma,Tulsa,2022,178,726
Oklahoma,Wagoner,2022,98,386
Oklahoma,Adair,2022,36,141
Oklahoma,Alfalfa,2022,5,39
Oklahoma,Atoka,2022,8,77
Oklahoma,Beaver,2022,0,28
Oklahoma,Beckham,2022,5,46
Oklahoma,Blaine,2022,17,74
Oklahoma,Bryan,2022,55,353
Oklahoma,Caddo,2022,16,140
Oklahoma,Carter,2022,13,134
Oklahoma,Cherokee,2022,49,371
Oklahoma,Choctaw,2022,29,107
Oklahoma,Cimarron,2022,0,10
Oklahoma,Coal,2022,4,8
Oklahoma,Craig,2022,21,126
Oklahoma,Custer,2022,10,70
Oklahoma,Delaware,2022,56,264
Oklahoma,Dewey,2022,8,48
Oklahoma,Ellis,2022,3,32
Oklahoma,Garvin,2022,40,165
Oklahoma,Grant,2022,1,38
Oklahoma,Greer,2022,5,8
Oklahoma,Harmon,2022,1,4
Oklahoma,Harper,2022,1,12
Oklahoma,Haskell,2022,7,71
Oklahoma,Hughes,2022,13,121
Oklahoma,Jackson,2022,7,24
Oklahoma,Jefferson,2022,7,17
Oklahoma,Johnston,2022,23,53
Oklahoma,Kay,2022,28,102
Oklahoma,Kingfisher,2022,2,63
Oklahoma,Kiowa,2022,2,7
Oklahoma,Latimer,2022,15,62
Oklahoma,Le Flore,2022,41,216
Oklahoma,Love,2022,11,73
Oklahoma,Major,2022,9,34
Oklahoma,Marshall,2022,32,161
Oklahoma,Mayes,2022,48,431
Oklahoma,McCurtain,2022,45,263
Oklahoma,McIntosh,2022,23,156
Oklahoma,Murray,2022,4,34
Oklahoma,Muskogee,2022,69,204
Oklahoma,Noble,2022,13,101
Oklahoma,Nowata,2022,7,73
Oklahoma,Okfuskee,2022,5,73
Oklahoma,Ottawa,2022,49,235
Oklahoma,Payne,2022,34,265
Oklahoma,Pittsburg,2022,41,317
Oklahoma,Pontotoc,2022,13,74
Oklahoma,Pottawatomie,2022,79,406
Oklahoma,Pushmataha,2022,14,60
Oklahoma,Roger Mills,2022,3,31
Oklahoma,Seminole,2022,22,239
Oklahoma,Stephens,2022,40,95
Oklahoma,Texas,2022,8,79
Oklahoma,Tillman,2022,15,15
Oklahoma,Washington,2022,27,87
Oklahoma,Washita,2022,6,45
Oklahoma,Woods,2022,5,30
Oklahoma,Woodward,2022,7,59
Oregon,Benton,2022,24,177
Oregon,Clackamas,2022,549,5966
Oregon,Columbia,2022,46,99
Oregon,Deschutes,2022,77,549
Oregon,Jackson,2022,161,1101
Oregon,Josephine,2022,170,380
Oregon,Linn,2022,79,950
Oregon,Marion,2022,152,2134
Oregon,Multnomah,2022,240,1670
Oregon,Polk,2022,54,280
Oregon,Washington,2022,504,2811
Oregon,Yamhill,2022,49,326
Oregon,Baker,2022,3,56
Oregon,Clatsop,2022,21,171
Oregon,Crook,2022,35,59
Oregon,Douglas,2022,129,846
Oregon,Gilliam,2022,0,47
Oregon,Hood River,2022,27,182
Oregon,Jefferson,2022,13,117
Oregon,Klamath,2022,113,538
Oregon,Lincoln,2022,57,233
Oregon,Malheur,2022,20,149
Oregon,Morrow,2022,23,140
Oregon,Sherman,2022,2,32
Oregon,Tillamook,2022,36,240
Oregon,Umatilla,2022,41,482
Oregon,Union,2022,18,163
Oregon,Wallowa,2022,0,32
Oregon,Wasco,2022,36,92
Oregon,Allegheny County Police Department,2022,370,147
Oregon,Franklin,2022,0,0
Oregon,Northumberland,2022,0,0
South Carolina,Anderson,2022,691,3963
South Carolina,Beaufort,2022,590,1952
South Carolina,Berkeley,2022,475,2228
South Carolina,Calhoun,2022,48,289
South Carolina,Charleston,2022,258,1178
South Carolina,Chester,2022,111,359
South Carolina,Clarendon,2022,117,741
South Carolina,Darlington,2022,406,1528
South Carolina,Dorchester,2022,201,1288
South Carolina,Edgefield,2022,13,111
South Carolina,Fairfield,2022,193,347
South Carolina,Florence,2022,511,2236
South Carolina,Greenville,2022,1693,6628
South Carolina,Horry,2022,1,1
South Carolina,Horry County Police Department,2022,809,4533
South Carolina,Jasper,2022,146,456
South Carolina,Kershaw,2022,217,947
South Carolina,Lancaster,2022,322,1406
South Carolina,Laurens,2022,185,932
South Carolina,Lexington,2022,721,4746
South Carolina,Pickens,2022,171,876
South Carolina,Richland,2022,2041,7451
South Carolina,Saluda,2022,26,102
South Carolina,Spartanburg,2022,1213,4307
South Carolina,Sumter,2022,513,1423
South Carolina,York,2022,345,2149
South Carolina,Abbeville,2022,84,322
South Carolina,Bamberg,2022,32,109
South Carolina,Barnwell,2022,72,230
South Carolina,Cherokee,2022,153,784
South Carolina,Chesterfield,2022,202,707
South Carolina,Colleton,2022,196,614
South Carolina,Dillon,2022,280,473
South Carolina,Georgetown,2022,168,724
South Carolina,Greenwood,2022,113,775
South Carolina,Hampton,2022,81,194
South Carolina,Lee,2022,84,291
South Carolina,Marion,2022,92,308
South Carolina,Marlboro,2022,129,424
South Carolina,McCormick,2022,9,20
South Carolina,Newberry,2022,75,276
South Carolina,Oconee,2022,195,1434
South Carolina,Orangeburg,2022,895,2031
South Carolina,Union,2022,56,424
South Carolina,Williamsburg,2022,100,206
South Dakota,Lincoln,2022,20,224
South Dakota,McCook,2022,5,22
South Dakota,Meade,2022,17,152
South Dakota,Minnehaha,2022,56,260
South Dakota,Pennington,2022,114,316
South Dakota,Turner,2022,9,23
South Dakota,Union,2022,3,45
South Dakota,Bennett,2022,2,4
South Dakota,Bon Homme,2022,1,2
South Dakota,Brookings,2022,8,18
South Dakota,Brown,2022,17,32
South Dakota,Charles Mix,2022,8,30
South Dakota,Clay,2022,3,35
South Dakota,Codington,2022,5,29
South Dakota,Corson,2022,12,19
South Dakota,Davison,2022,2,10
South Dakota,Day,2022,7,13
South Dakota,Hamlin,2022,3,24
South Dakota,Hughes,2022,4,13
South Dakota,Hutchinson,2022,0,5
South Dakota,Lake,2022,5,31
South Dakota,Lawrence,2022,7,30
South Dakota,Lyman,2022,3,20
South Dakota,McPherson,2022,0,17
South Dakota,Moody,2022,6,5
South Dakota,Spink,2022,4,21
South Dakota,Yankton,2022,17,60
Tennessee,Anderson,2022,141,345
Tennessee,Blount,2022,283,676
Tennessee,Bradley,2022,167,568
Tennessee,Campbell,2022,53,224
Tennessee,Cannon,2022,1,22
Tennessee,Carter,2022,53,374
Tennessee,Cheatham,2022,74,229
Tennessee,Chester,2022,19,40
Tennessee,Crockett,2022,15,89
Tennessee,Dickson,2022,110,216
Tennessee,Fayette,2022,70,148
Tennessee,Gibson,2022,40,141
Tennessee,Grainger,2022,25,136
Tennessee,Hamblen,2022,123,345
Tennessee,Hamilton,2022,243,849
Tennessee,Hartsville/Trousdale,2022,29,123
Tennessee,Hawkins,2022,48,385
Tennessee,Jefferson,2022,92,353
Tennessee,Knox,2022,633,2695
Tennessee,Loudon,2022,62,268
Tennessee,Macon,2022,72,37
Tennessee,Madison,2022,81,173
Tennessee,Marion,2022,55,175
Tennessee,Maury,2022,119,357
Tennessee,Montgomery,2022,67,418
Tennessee,Morgan,2022,11,140
Tennessee,Polk,2022,33,268
Tennessee,Roane,2022,50,240
Tennessee,Robertson,2022,55,200
Tennessee,Rutherford,2022,286,595
Tennessee,Sequatchie,2022,35,116
Tennessee,Shelby,2022,684,2476
Tennessee,Smith,2022,25,108
Tennessee,Stewart,2022,22,72
Tennessee,Sullivan,2022,313,751
Tennessee,Sumner,2022,127,294
Tennessee,Tipton,2022,84,292
Tennessee,Unicoi,2022,38,47
Tennessee,Union,2022,39,196
Tennessee,Washington,2022,150,639
Tennessee,Williamson,2022,135,283
Tennessee,Wilson,2022,68,402
