FIPS_5digit,State,County,Housing Score
19053,IA,Decatur County,84.67177792401039
27151,MN,Swift County,84.66124051490635
13101,GA,Echols County,84.65489652440064
5127,AR,Scott County,84.64809515225484
40055,OK,Greer County,84.6440521307981
26117,MI,Montcalm County,84.64308154951127
47039,TN,Decatur County,84.6421187366214
40125,OK,Pottawatomie County,84.64210955322207
18091,IN,LaPorte County,84.63671736610189
47171,TN,Unicoi County,84.62145015036606
29113,MO,Lincoln County,84.6204923538809
27035,MN,Crow Wing County,84.61686329875987
31075,NE,Grant County,84.61394864231441
56013,WY,Fremont County,84.6013937027182
51099,VA,King George County,84.59825274863553
12075,FL,Levy County,84.5761993574391
16051,ID,Jefferson County,84.57239092031074
42023,PA,Cameron County,84.5700773890404
26017,MI,Bay County,84.56542091948539
35035,NM,Otero County,84.56241435886189
18007,IN,Benton County,84.55325176262971
31111,NE,Lincoln County,84.5486844859543
24001,MD,Allegany County,84.52438349109728
48009,TX,Archer County,84.52219306121046
18019,IN,Clark County,84.52005724271363
37045,NC,Cleveland County,84.51649037131887
39099,OH,Mahoning County,84.50668316484436
32033,NV,White Pine County,84.50523027668092
39157,OH,Tuscarawas County,84.48906340212918
54037,WV,Jefferson County,84.46939600050652
35023,NM,Hidalgo County,84.46845984102762
16037,ID,Custer County,84.4641931340379
28137,MS,Tate County,84.44618577696922
16045,ID,Gem County,84.44162279158991
49021,UT,Iron County,84.44144963889038
12013,FL,Calhoun County,84.4376564664341
37149,NC,Polk County,84.43628815156464
27121,MN,Pope County,84.43482695802855
47041,TN,DeKalb County,84.43402296404383
51143,VA,Pittsylvania County,84.43189887532746
21175,KY,Morgan County,84.42858646885477
18009,IN,Blackford County,84.41746295380925
55105,WI,Rock County,84.40690671208334
31077,NE,Greeley County,84.39826761443626
51033,VA,Caroline County,84.39574597639546
48283,TX,La Salle County,84.3858818362906
13291,GA,Union County,84.37684053953046
48131,TX,Duval County,84.37634562486667
46023,SD,Charles Mix County,84.37395328187361
46025,SD,Clark County,84.37179350554459
23003,ME,Aroostook County,84.36946556390309
26111,MI,Midland County,84.36504433814854
48501,TX,Yoakum County,84.36287866871162
55081,WI,Monroe County,84.36247723806292
40135,OK,Sequoyah County,84.3549632218024
26045,MI,Eaton County,84.34924602486275
27029,MN,Clearwater County,84.34596940354635
35039,NM,Rio Arriba County,84.33980176686613
5003,AR,Ashley County,84.32822831384209
29037,MO,Cass County,84.32446196172108
16049,ID,Idaho County,84.3236355603615
12077,FL,Liberty County,84.32109245886252
22063,LA,Livingston Parish,84.31248346108859
27021,MN,Cass County,84.31190906337388
20169,KS,Saline County,84.2712635487289
39059,OH,Guernsey County,84.27105974347509
18041,IN,Fayette County,84.2709189652993
26089,MI,Leelanau County,84.26416036684192
55133,WI,Waukesha County,84.25808360886236
48243,TX,Jeff Davis County,84.25526079861953
51027,VA,Buchanan County,84.24938345543781
48357,TX,Ochiltree County,84.2423602558423
13093,GA,Dooly County,84.23780986450424
1023,AL,Choctaw County,84.2303846065484
39173,OH,Wood County,84.2133658788964
48165,TX,Gaines County,84.20380879146718
29071,MO,Franklin County,84.1938705643391
22047,LA,Iberville Parish,84.19017753105611
39097,OH,Madison County,84.18078387355027
36041,NY,Hamilton County,84.17219714995886
49039,UT,Sanpete County,84.17108402376094
37161,NC,Rutherford County,84.1646343384246
17183,IL,Vermilion County,84.1630452997779
42055,PA,Franklin County,84.15660632072495
13155,GA,Irwin County,84.13315500892337
26051,MI,Gladwin County,84.13108190552694
48419,TX,Shelby County,84.12460039896213
48031,TX,Blanco County,84.10944743761364
13111,GA,Fannin County,84.09841760186426
35053,NM,Socorro County,84.09513972774553
27103,MN,Nicollet County,84.08330004527906
55107,WI,Rusk County,84.070516077711
13123,GA,Gilmer County,84.0669130822042
27119,MN,Polk County,84.05650969332487
36033,NY,Franklin County,84.03813995577745
5147,AR,Woodruff County,84.0346376994682
13161,GA,Jeff Davis County,84.03097842238257
1015,AL,Calhoun County,84.0291720504172
26139,MI,Ottawa County,84.02911122790891
53065,WA,Stevens County,84.02848143103839
8065,CO,Lake County,84.0213686132563
36009,NY,Cattaraugus County,84.01883158720297
1005,AL,Barbour County,84.01713748361993
30101,MT,Toole County,84.0091722140082
29141,MO,Morgan County,84.00092547374454
13119,GA,Franklin County,83.99638376282061
35059,NM,Union County,83.9939652617836
27075,MN,Lake County,83.99223553083006
51075,VA,Goochland County,83.99061598870193
29203,MO,Shannon County,83.987114482397
5131,AR,Sebastian County,83.98085118416955
20205,KS,Wilson County,83.98071062044447
30065,MT,Musselshell County,83.97533192581305
56025,WY,Natrona County,83.96319560108267
51135,VA,Nottoway County,83.96007478492699
5037,AR,Cross County,83.95578174558197
51045,VA,Craig County,83.95535627760901
40111,OK,Okmulgee County,83.9470067059215
45027,SC,Clarendon County,83.94521809506328
48075,TX,Childress County,83.94327473430054
35027,NM,Lincoln County,83.94014862022297
13023,GA,Bleckley County,83.93952388384548
18003,IN,Allen County,83.93410990214852
47029,TN,Cocke County,83.92746681112614
20091,KS,Johnson County,83.9156759761611
41049,OR,Morrow County,83.9067030599762
39145,OH,Scioto County,83.90364304773662
1117,AL,Shelby County,83.90234187832392
51009,VA,Amherst County,83.90087098730238
55113,WI,Sawyer County,83.89901328841357
37059,NC,Davie County,83.89466808281549
20143,KS,Ottawa County,83.89196967044658
27009,MN,Benton County,83.88398674553979
18081,IN,Johnson County,83.86511040154846
2063,AK,Chugach Census Area,83.86350842875784
5095,AR,Monroe County,83.85053966375654
53013,WA,Columbia County,83.84709341114545
28131,MS,Stone County,83.8410514167042
46081,SD,Lawrence County,83.83577346739158
13003,GA,Atkinson County,83.8233122798579
13181,GA,Lincoln County,83.81497231806439
29169,MO,Pulaski County,83.79716388016688
21189,KY,Owsley County,83.79540840610203
13313,GA,Whitfield County,83.7770187421825
37157,NC,Rockingham County,83.77344339096632
5019,AR,Clark County,83.772460965779
26135,MI,Oscoda County,83.7705666344145
55053,WI,Jackson County,83.76444363747945
31033,NE,Cheyenne County,83.74212233666076
19077,IA,Guthrie County,83.74112683780062
48129,TX,Donley County,83.72923716739697
48199,TX,Hardin County,83.72817264065449
40019,OK,Carter County,83.7227660248535
45025,SC,Chesterfield County,83.71514500504652
1055,AL,Etowah County,83.71015587207121
48381,TX,Randall County,83.69562851397085
46085,SD,Lyman County,83.6866383001105
29107,MO,Lafayette County,83.68342398839958
16067,ID,Minidoka County,83.66654576507166
17081,IL,Jefferson County,83.66220729175168
26091,MI,Lenawee County,83.65093330912993
28025,MS,Clay County,83.64537085237183
48147,TX,Fannin County,83.63741369533611
20175,KS,Seward County,83.6218254714564
21019,KY,Boyd County,83.62072164614908
12063,FL,Jackson County,83.61996160619525
51157,VA,Rappahannock County,83.60657112277721
19139,IA,Muscatine County,83.60261445753511
22027,LA,Claiborne Parish,83.5872049001168
47063,TN,Hamblen County,83.58480473630101
40121,OK,Pittsburg County,83.57589082908551
47097,TN,Lauderdale County,83.57504744107783
13005,GA,Bacon County,83.56423552044156
48401,TX,Rusk County,83.55560730793061
27105,MN,Nobles County,83.55168709910099
48239,TX,Jackson County,83.54577290456983
1089,AL,Madison County,83.53817411413226
55001,WI,Adams County,83.53244534760191
5135,AR,Sharp County,83.51984427438363
37013,NC,Beaufort County,83.49648548481758
56011,WY,Crook County,83.49452464543658
40047,OK,Garfield County,83.48802576576843
41025,OR,Harney County,83.48576485301582
36097,NY,Schuyler County,83.48395450665011
31019,NE,Buffalo County,83.48292037310215
17113,IL,McLean County,83.47911774449625
1069,AL,Houston County,83.47020244179507
21029,KY,Bullitt County,83.47009908566307
30011,MT,Carter County,83.46729416775585
18053,IN,Grant County,83.4648803618918
5043,AR,Drew County,83.46224574556284
5137,AR,Stone County,83.45951391970003
51139,VA,Page County,83.45580514929866
46041,SD,Dewey County,83.4549409393254
21053,KY,Clinton County,83.45300803009434
37169,NC,Stokes County,83.43943340542025
31001,NE,Adams County,83.43405090379642
17199,IL,Williamson County,83.42980512940719
38005,ND,Benson County,83.42390228251631
8105,CO,Rio Grande County,83.41492544335172
39101,OH,Marion County,83.41376634620016
30103,MT,Treasure County,83.40533689991517
40091,OK,McIntosh County,83.3965746713984
30021,MT,Dawson County,83.39222064612031
42129,PA,Westmoreland County,83.39108001890528
37163,NC,Sampson County,83.38810019633809
48051,TX,Burleson County,83.38522096295424
48099,TX,Coryell County,83.37877768087489
45007,SC,Anderson County,83.36972803044252
29013,MO,Bates County,83.36298060694605
29056,MO,Sullivan part,83.34067922277252
51001,VA,Accomack County,83.3309437913241
13317,GA,Wilkes County,83.32155965701044
32013,NV,Humboldt County,83.31745220833162
38079,ND,Rolette County,83.30898790392764
32011,NV,Eureka County,83.30828464546403
36031,NY,Essex County,83.30306472786128
45055,SC,Kershaw County,83.29992410100523
42125,PA,Washington County,83.29986133582614
26019,MI,Benzie County,83.29872107786656
48429,TX,Stephens County,83.29798130607934
13277,GA,Tift County,83.28352881078476
5113,AR,Polk County,83.27924462387739
48067,TX,Cass County,83.27501230615638
48023,TX,Baylor County,83.26348488444744
39067,OH,Harrison County,83.26130220488125
16005,ID,Bannock County,83.24206014175535
17007,IL,Boone County,83.23840876357428
21021,KY,Boyle County,83.22739791806686
28111,MS,Perry County,83.2249673217273
27169,MN,Winona County,83.222768762565
20177,KS,Shawnee County,83.22002203473703
48097,TX,Cooke County,83.21194907601884
39025,OH,Clermont County,83.20607012553268
37113,NC,Macon County,83.20335132816918
48425,TX,Somervell County,83.20078805522027
21231,KY,Wayne County,83.19314777826831
39119,OH,Muskingum County,83.1845785590019
20043,KS,Doniphan County,83.18193111818111
18039,IN,Elkhart County,83.17561237218376
37173,NC,Swain County,83.17551101988926
16085,ID,Valley County,83.17418334051662
39007,OH,Ashtabula County,83.1724449281802
37185,NC,Warren County,83.1717258396807
48371,TX,Pecos County,83.17063068185627
55031,WI,Douglas County,83.16564143347509
47013,TN,Campbell County,83.16443773362802
31173,NE,Thurston County,83.15970697392262
48331,TX,Milam County,83.13205780964036
47173,TN,Union County,83.11597191007986
26115,MI,Monroe County,83.11283782363739
16019,ID,Bonneville County,83.11257125890974
22117,LA,Washington Parish,83.10728235045836
5071,AR,Johnson County,83.10511705161943
35015,NM,Eddy County,83.10179132806061
42013,PA,Blair County,83.10053190671418
47139,TN,Polk County,83.09776033184984
51115,VA,Mathews County,83.09285882224731
17167,IL,Sangamon County,83.08488612535874
39023,OH,Clark County,83.07693119600982
16075,ID,Payette County,83.07572984421128
47033,TN,Crockett County,83.05872445837521
18109,IN,Morgan County,83.05852408411823
28073,MS,Lamar County,83.05633938681012
20125,KS,Montgomery County,83.04684260062892
42019,PA,Butler County,83.04635848896102
13305,GA,Wayne County,83.0399787135949
46029,SD,Codington County,83.03716150219985
48305,TX,Lynn County,83.02928687807064
33007,NH,Coos County,83.02064040133439
20181,KS,Sherman County,83.01843894708547
37061,NC,Duplin County,82.98632556233024
21065,KY,Estill County,82.9856934386106
38093,ND,Stutsman County,82.97994714804574
29153,MO,Ozark County,82.96653546831413
30013,MT,Cascade County,82.96536270978653
36011,NY,Cayuga County,82.94200503289873
28121,MS,Rankin County,82.93595773389744
48497,TX,Wise County,82.93483368031923
48411,TX,San Saba County,82.9227053515067
18177,IN,Wayne County,82.90770967524513
51029,VA,Buckingham County,82.90724161997954
37117,NC,Martin County,82.90614333943515
30091,MT,Sheridan County,82.90577273398314
40039,OK,Custer County,82.90476711088371
1121,AL,Talladega County,82.89803245421899
13257,GA,Stephens County,82.88883748691288
48185,TX,Grimes County,82.88057292535034
42001,PA,Adams County,82.87671350679231
26159,MI,Van Buren County,82.87338617212595
5015,AR,Carroll County,82.86695791285788
55033,WI,Dunn County,82.85033946464497
26061,MI,Houghton County,82.839864686545
13287,GA,Turner County,82.83607226021442
26129,MI,Ogemaw County,82.81812785554877
37097,NC,Iredell County,82.8084369358354
31015,NE,Boyd County,82.79775995288058
51085,VA,Hanover County,82.78782380692797
37031,NC,Carteret County,82.7839635233467
42037,PA,Columbia County,82.77202144616949
21003,KY,Allen County,82.76430471159038
19157,IA,Poweshiek County,82.753776460718
42007,PA,Beaver County,82.74714662280387
28039,MS,George County,82.7381283108277
15005,HI,Kalawao County,82.72339173595944
13143,GA,Haralson County,82.70984994582705
28109,MS,Pearl River County,82.70963933576554
26033,MI,Chippewa County,82.6996882010354
29031,MO,Cape Girardeau County,82.6950239213935
55029,WI,Door County,82.68890555501773
28123,MS,Scott County,82.68514709671521
40133,OK,Seminole County,82.68236115130688
45087,SC,Union County,82.67863722873297
16053,ID,Jerome County,82.67633260439668
28031,MS,Covington County,82.64734569376157
21129,KY,Lee County,82.64350075024663
45023,SC,Chester County,82.63896459133356
29149,MO,Oregon County,82.63226584550071
21073,KY,Franklin County,82.62971101582048
48315,TX,Marion County,82.62791536121757
21115,KY,Johnson County,82.62764052766919
41055,OR,Sherman County,82.61503670641217
17029,IL,Coles County,82.60872839803581
20103,KS,Leavenworth County,82.60080023877956
47003,TN,Bedford County,82.582649153216
45037,SC,Edgefield County,82.58064117729649
28007,MS,Attala County,82.58032082342262
47047,TN,Fayette County,82.57714876006595
40013,OK,Bryan County,82.5610575479268
26103,MI,Marquette County,82.56001926165862
21145,KY,McCracken County,82.55952520728921
17095,IL,Knox County,82.54454086631887
51175,VA,Southampton County,82.54141866169962
21025,KY,Breathitt County,82.53837586672006
54003,WV,Berkeley County,82.53676840964488
13147,GA,Hart County,82.5227176164812
54097,WV,Upshur County,82.51886022953846
48281,TX,Lampasas County,82.51648961769351
37005,NC,Alleghany County,82.5126256896177
1001,AL,Autauga County,82.51118242235229
53051,WA,Pend Oreille County,82.49743588881819
40077,OK,Latimer County,82.49603076018202
27019,MN,Carver County,82.49181922104239
47105,TN,Loudon County,82.47361509882484
29091,MO,Howell County,82.47091992276457
48083,TX,Coleman County,82.46192082241298
48341,TX,Moore County,82.460420244493
32015,NV,Lander County,82.45909539177167
35043,NM,Sandoval County,82.4564552201111
20173,KS,Sedgwick County,82.44092703203314
27095,MN,Mille Lacs County,82.41824698710681
53019,WA,Ferry County,82.41736764696917
30033,MT,Garfield County,82.41316626061067
26071,MI,Iron County,82.40891703125881
13169,GA,Jones County,82.40222020185713
39141,OH,Ross County,82.396241405383
48145,TX,Falls County,82.39047633466667
17055,IL,Franklin County,82.39041930936361
28107,MS,Panola County,82.38033788650824
54039,WV,Kanawha County,82.37553483805898
19153,IA,Polk County,82.37017357843771
47019,TN,Carter County,82.36417620061432
16035,ID,Clearwater County,82.34987596351463
29097,MO,Jasper County,82.33946112193865
17161,IL,Rock Island County,82.33124426133692
49009,UT,Daggett County,82.32706588450357
18005,IN,Bartholomew County,82.31408750669135
42099,PA,Perry County,82.31293509104694
45049,SC,Hampton County,82.31151379216693
38089,ND,Stark County,82.29625486181808
48073,TX,Cherokee County,82.29325273092405
16021,ID,Boundary County,82.29249314899175
21117,KY,Kenton County,82.29201681763081
21077,KY,Gallatin County,82.28874887848934
39079,OH,Jackson County,82.27936686319812
39045,OH,Fairfield County,82.2769866014015
40113,OK,Osage County,82.26062228950562
30085,MT,Roosevelt County,82.25722559524735
12027,FL,DeSoto County,82.25389555756657
48177,TX,Gonzales County,82.22979771826333
27115,MN,Pine County,82.22691519246379
45043,SC,Georgetown County,82.2262451422694
21147,KY,McCreary County,82.22583276072176
51169,VA,Scott County,82.22482945636914
37125,NC,Moore County,82.2217525793442
42035,PA,Clinton County,82.20576507399066
40115,OK,Ottawa County,82.20381212830503
22125,LA,West Feliciana Parish,82.19921298044207
30057,MT,Madison County,82.19807838593886
48455,TX,Trinity County,82.17607174872632
18111,IN,Newton County,82.17571000696122
51133,VA,Northumberland County,82.160969970848
20051,KS,Ellis County,82.15857414992429
39043,OH,Erie County,82.15671844888158
45029,SC,Colleton County,82.14848940557535
40127,OK,Pushmataha County,82.13436099731962
51083,VA,Halifax County,82.11446629490358
31047,NE,Dawson County,82.10098300877937
28081,MS,Lee County,82.09807148003084
26035,MI,Clare County,82.09569395800189
29047,MO,Clay County,82.08998901002994
56021,WY,Laramie County,82.08069968666148
51171,VA,Shenandoah County,82.05673600851803
48125,TX,Dickens County,82.03821233508081
19085,IA,Harrison County,82.02337337552883
47069,TN,Hardeman County,82.02005497692444
51119,VA,Middlesex County,82.01903783951703
38101,ND,Ward County,82.01688695865326
47167,TN,Tipton County,82.01420418167538
20111,KS,Lyon County,82.00692777292693
18127,IN,Porter County,81.99967798240237
30049,MT,Lewis and Clark County,81.99716996540101
47009,TN,Blount County,81.97669284136099
28157,MS,Wilkinson County,81.97515462851374
30061,MT,Mineral County,81.97404992330993
48175,TX,Goliad County,81.96649275207402
26039,MI,Crawford County,81.96141537556365
29177,MO,Ray County,81.95328321839135
49023,UT,Juab County,81.93943533725917
41069,OR,Wheeler County,81.93414748808006
48101,TX,Cottle County,81.91541258476198
8027,CO,Custer County,81.89662791957736
21049,KY,Clark County,81.89603408786583
22121,LA,West Baton Rouge Parish,81.88114364506713
13109,GA,Evans County,81.87613050698292
8021,CO,Conejos County,81.87136644008787
54047,WV,McDowell County,81.87104708124349
5031,AR,Craighead County,81.85982642220684
19193,IA,Woodbury County,81.8522511244941
26107,MI,Mecosta County,81.84014355671864
51069,VA,Frederick County,81.83942963455824
28023,MS,Clarke County,81.83805172611376
48507,TX,Zavala County,81.83557181198671
30073,MT,Pondera County,81.8333888999108
21237,KY,Wolfe County,81.80596792477873
19155,IA,Pottawattamie County,81.7965997585103
13201,GA,Miller County,81.79607516472751
36035,NY,Fulton County,81.79544308996246
22115,LA,Vernon Parish,81.78614374413925
1009,AL,Blount County,81.74399264630082
51117,VA,Mecklenburg County,81.7371438034143
30081,MT,Ravalli County,81.73531153510604
40021,OK,Cherokee County,81.7330070086726
13049,GA,Charlton County,81.73070786593894
35017,NM,Grant County,81.72463498056968
12121,FL,Suwannee County,81.71205319182108
45003,SC,Aiken County,81.69394572283629
5027,AR,Columbia County,81.6932381732404
27001,MN,Aitkin County,81.69062328324759
49005,UT,Cache County,81.68986788260389
40023,OK,Choctaw County,81.68681991900608
23015,ME,Lincoln County,81.68471058890452
36099,NY,Seneca County,81.68334340302435
48261,TX,Kenedy County,81.68087903291193
31017,NE,Brown County,81.67999528692968
48361,TX,Orange County,81.67307623666962
31113,NE,Logan County,81.6714882890228
36123,NY,Yates County,81.6698835101385
13071,GA,Colquitt County,81.66650418508621
13037,GA,Calhoun County,81.66169887511838
40037,OK,Creek County,81.62376498241767
51127,VA,New Kent County,81.61517183441913
29015,MO,Benton County,81.60149552184009
21123,KY,Larue County,81.57740167777568
40001,OK,Adair County,81.57651145657499
21213,KY,Simpson County,81.57435274172596
47155,TN,Sevier County,81.57428302836014
8115,CO,Sedgwick County,81.56926487711428
28159,MS,Winston County,81.5523566790301
48307,TX,McCulloch County,81.54148535948453
48353,TX,Nolan County,81.53579522135634
13103,GA,Effingham County,81.53524663251153
21023,KY,Bracken County,81.53263770585147
17119,IL,Madison County,81.52727320510066
46103,SD,Pennington County,81.52409376908483
22001,LA,Acadia Parish,81.52087062959666
40101,OK,Muskogee County,81.50985697566372
21059,KY,Daviess County,81.50429782417972
45063,SC,Lexington County,81.50155241273656
13225,GA,Peach County,81.49830296671283
37085,NC,Harnett County,81.49189910132459
39017,OH,Butler County,81.48948316195738
37137,NC,Pamlico County,81.46494165751487
28099,MS,Neshoba County,81.45602318327863
19007,IA,Appanoose County,81.45145633114367
28149,MS,Warren County,81.43708830527629
29049,MO,Clinton County,81.42796603930675
48457,TX,Tyler County,81.4254555987924
47179,TN,Washington County,81.42101392138277
48225,TX,Houston County,81.41690647406287
23011,ME,Kennebec County,81.40944001316566
27131,MN,Rice County,81.40477114022934
29165,MO,Platte County,81.40209770312829
42075,PA,Lebanon County,81.39616086380735
13083,GA,Dade County,81.39288096701287
42041,PA,Cumberland County,81.36450788402456
19117,IA,Lucas County,81.36219082536145
27109,MN,Olmsted County,81.35772322952808
21199,KY,Pulaski County,81.35475640228654
13025,GA,Brantley County,81.35475054711105
30109,MT,Wibaux County,81.33837359723549
28059,MS,Jackson County,81.33547096751693
45047,SC,Greenwood County,81.32487742324885
48189,TX,Hale County,81.3227126536497
48053,TX,Burnet County,81.32092422350601
48499,TX,Wood County,81.30269249953456
30027,MT,Fergus County,81.29947682071189
18095,IN,Madison County,81.29150983400176
13175,GA,Laurens County,81.27045440520486
37047,NC,Columbus County,81.26630433600056
37141,NC,Pender County,81.26333573493403
30041,MT,Hill County,81.26016653746811
48463,TX,Uvalde County,81.2577463889017
37175,NC,Transylvania County,81.25531537451961
55101,WI,Racine County,81.24045652418351
40041,OK,Delaware County,81.23920147738725
22031,LA,De Soto Parish,81.23918463226347
48373,TX,Polk County,81.2253340386625
46031,SD,Corson County,81.21756301226338
31157,NE,Scotts Bluff County,81.21721609448988
26145,MI,Saginaw County,81.2163148332823
23025,ME,Somerset County,81.20234588052206
55037,WI,Florence County,81.19417859861619
48223,TX,Hopkins County,81.18301907595091
8075,CO,Logan County,81.17105643281415
28089,MS,Madison County,81.16804730070798
21235,KY,Whitley County,81.15863849780462
29056,MO,Sullivan part,81.158274016278
45083,SC,Spartanburg County,81.15648442391478
39093,OH,Lorain County,81.12798863948231
16081,ID,Teton County,81.1208222826889
48485,TX,Wichita County,81.10995728631941
23009,ME,Hancock County,81.10265233347806
16083,ID,Twin Falls County,81.09588976935056
39117,OH,Morrow County,81.09447284294538
49031,UT,Piute County,81.07930692944726
29161,MO,Phelps County,81.07522972993567
27145,MN,Stearns County,81.07364627420638
45071,SC,Newberry County,81.06561457235368
13047,GA,Catoosa County,81.05694410761956
13153,GA,Houston County,81.05549483843609
36013,NY,Chautauqua County,81.05273396234895
53003,WA,Asotin County,81.05191768847088
13321,GA,Worth County,81.01843829194208
21075,KY,Fulton County,81.01109743009542
31103,NE,Keya Paha County,80.99250795419677
16013,ID,Blaine County,80.97883651203266
2282,AK,Yakutat City and Borough,80.97574957902603
28067,MS,Jones County,80.9652881151129
26075,MI,Jackson County,80.96429600074582
48421,TX,Sherman County,80.96288965053955
42133,PA,York County,80.94290705302743
28043,MS,Grenada County,80.94035557730876
21131,KY,Leslie County,80.93275372137394
48325,TX,Medina County,80.91798394704605
55127,WI,Walworth County,80.90754346108645
51049,VA,Cumberland County,80.90246378011062
45061,SC,Lee County,80.89412007736004
29189,MO,St. Louis County,80.89406950251107
2261,AK,Valdez-Cordova Census Area,80.88807146690249
37177,NC,Tyrrell County,80.8821601032553
30019,MT,Daniels County,80.88014720818545
26121,MI,Muskegon County,80.87068172422809
48179,TX,Gray County,80.86831362406156
48117,TX,Deaf Smith County,80.86785258650976
40107,OK,Okfuskee County,80.86260244250575
16041,ID,Franklin County,80.86016583834855
26097,MI,Mackinac County,80.85156278346399
12037,FL,Franklin County,80.85058938636051
22109,LA,Terrebonne Parish,80.81951368616356
27171,MN,Wright County,80.80959670633489
48407,TX,San Jacinto County,80.80900201665541
36065,NY,Oneida County,80.79590286845593
39153,OH,Summit County,80.79345835104641
53049,WA,Pacific County,80.79287478494706
28001,MS,Adams County,80.79098817648647
12113,FL,Santa Rosa County,80.77409944866487
48187,TX,Guadalupe County,80.75885367848927
37145,NC,Person County,80.75850597661253
36077,NY,Otsego County,80.75311646767052
31045,NE,Dawes County,80.74807413548469
22099,LA,St. Martin Parish,80.74749249405554
48069,TX,Castro County,80.74469199270442
30005,MT,Blaine County,80.7417884175724
36019,NY,Clinton County,80.73747598244664
39087,OH,Lawrence County,80.71406474708162
26085,MI,Lake County,80.70081187752274
51081,VA,Greensville County,80.69589802773037
48389,TX,Reeves County,80.69312588351498
13281,GA,Towns County,80.67089559839337
13265,GA,Taliaferro County,80.65932840660074
21119,KY,Knott County,80.65616237297733
37127,NC,Nash County,80.65284396815132
48487,TX,Wilbarger County,80.64996880447173
48123,TX,DeWitt County,80.62280165392069
47067,TN,Hancock County,80.61569687491397
39133,OH,Portage County,80.61344585772075
55109,WI,St. Croix County,80.59816018970044
48385,TX,Real County,80.59398717081498
13035,GA,Butts County,80.58445144113685
13211,GA,Morgan County,80.58386427187574
40035,OK,Craig County,80.57961434599166
48049,TX,Brown County,80.57484772564798
30083,MT,Richland County,80.56750951135992
13221,GA,Oglethorpe County,80.55075795447125
27139,MN,Scott County,80.54110939218289
8009,CO,Baca County,80.53731785644665
6003,CA,Alpine County,80.52830433684267
22025,LA,Catahoula Parish,80.52785719815815
20055,KS,Finney County,80.51997900196041
39089,OH,Licking County,80.51607485195433
29213,MO,Taney County,80.51512384457367
27027,MN,Clay County,80.5150507192099
28045,MS,Hancock County,80.50975394084517
37099,NC,Jackson County,80.50334585252935
26055,MI,Grand Traverse County,80.47897642813226
13249,GA,Schley County,80.47458677260104
2230,AK,Skagway Municipality,80.46456141032228
20037,KS,Crawford County,80.45893682781622
21095,KY,Harlan County,80.45748995214883
36025,NY,Delaware County,80.44384737727853
12023,FL,Columbia County,80.37639559207418
48337,TX,Montague County,80.37465825698963
13029,GA,Bryan County,80.3733573125246
22057,LA,Lafourche Parish,80.36912321332785
48383,TX,Reagan County,80.33957025327572
18145,IN,Shelby County,80.32724208136905
39095,OH,Lucas County,80.32514669149583
40031,OK,Comanche County,80.3140846123306
5069,AR,Jefferson County,80.3120183510649
37079,NC,Greene County,80.3063172102874
13295,GA,Walker County,80.30231841083344
48327,TX,Menard County,80.29231212267833
39131,OH,Pike County,80.28407782505845
13241,GA,Rabun County,80.27497594252124
42081,PA,Lycoming County,80.27040216567363
28033,MS,DeSoto County,80.24375906092341
9015,CT,Windham County,80.24232894351799
13099,GA,Early County,80.22609229582058
22013,LA,Bienville Parish,80.20370951729521
40027,OK,Cleveland County,80.19477434159357
27087,MN,Mahnomen County,80.18876950747564
13193,GA,Macon County,80.18363945593018
42093,PA,Montour County,80.17973275138992
47141,TN,Putnam County,80.17791503992831
26049,MI,Genesee County,80.13846757052701
48043,TX,Brewster County,80.13380807948586
28085,MS,Lincoln County,80.12771465929491
49025,UT,Kane County,80.12579503070803
21197,KY,Powell County,80.12507246110184
41001,OR,Baker County,80.11679732359624
48001,TX,Anderson County,80.11646138094937
46033,SD,Custer County,80.11545633416104
1017,AL,Chambers County,80.10836607023467
37001,NC,Alamance County,80.10830368187031
27061,MN,Itasca County,80.10536170651021
37073,NC,Gates County,80.10358140444022
36023,NY,Cortland County,80.09388017420915
30035,MT,Glacier County,80.09332924486111
45059,SC,Laurens County,80.08746251795581
13307,GA,Webster County,80.0509673457393
26025,MI,Calhoun County,80.04305447663445
37179,NC,Union County,80.03906242118033
5017,AR,Chicot County,80.03830288356257
29223,MO,Wayne County,80.02093463979584
13117,GA,Forsyth County,80.01886137686215
41059,OR,Umatilla County,80.0015211873446
47111,TN,Macon County,80.00011609169688
27137,MN,St. Louis County,79.99260481460962
13187,GA,Lumpkin County,79.98902068711904
51105,VA,Lee County,79.98234858992613
29025,MO,Caldwell County,79.98061357815997
48475,TX,Ward County,79.96463892341173
16015,ID,Boise County,79.95386784301994
54059,WV,Mingo County,79.94386509495538
30111,MT,Yellowstone County,79.93333620769708
18141,IN,St. Joseph County,79.90148225700408
13165,GA,Jenkins County,79.90015300065706
36069,NY,Ontario County,79.89096204698399
53025,WA,Grant County,79.88268761845747
49049,UT,Utah County,79.87361262489321
27007,MN,Beltrami County,79.8545396236946
42127,PA,Wayne County,79.84981691541705
12119,FL,Sumter County,79.84567284083951
48391,TX,Refugio County,79.8405590375275
48265,TX,Kerr County,79.82224269607238
47115,TN,Marion County,79.8207327009297
48227,TX,Howard County,79.81814866663892
23027,ME,Waldo County,79.81733051358637
48063,TX,Camp County,79.80558505100097
41061,OR,Union County,79.80324630649552
28017,MS,Chickasaw County,79.79619248686322
38053,ND,McKenzie County,79.79389197780804
20121,KS,Miami County,79.79114031662154
