FIPS,County,ec_county,child_ec_county,support_ratio_county,volunteering_rate_county,civic_organizations_county,clustering_county
17173,"Shelby, Illinois",0.88202,0.83854997,0.99444002,0.084150001,0.02196,0.12738
17175,"Stark, Illinois",0.92452002,0.94678998,0.99574,0.08777,0.019160001,0.12116
17177,"Stephenson, Illinois",0.77122998,0.83867002,0.99567002,0.05917,0.01987,0.1199
17179,"Tazewell, Illinois",0.89353001,0.96269,0.98727,0.08788,0.01483,0.10323
17181,"Union, Illinois",0.73984998,0.78034002,0.99643999,0.067759998,0.01585,0.13051
17183,"Vermilion, Illinois",0.63591999,0.79825002,0.99730003,0.057689998,0.01405,0.12077
17185,"Wabash, Illinois",0.85715997,0.82191002,0.99912,0.099869996,0.020679999,0.14177001
17187,"Warren, Illinois",0.74355,0.78259999,0.99702001,0.099780001,0.02025,0.12744001
17189,"Washington, Illinois",0.92009997,0.93339002,0.99441999,0.10197,0.019640001,0.12444
17191,"Wayne, Illinois",0.79851002,0.76422,0.99668002,0.070430003,0.02098,0.14596
17193,"White, Illinois",0.76433003,0.81559998,0.99865001,0.11052,0.018200001,0.14292
17195,"Whiteside, Illinois",0.80208999,0.95846999,0.99662,0.068549998,0.018130001,0.12137
17197,"Will, Illinois",0.88901001,1.15271,0.96889001,0.063309997,0.01191,0.095739998
17199,"Williamson, Illinois",0.76560998,0.86799997,0.99185997,0.068680003,0.017589999,0.10641
17201,"Winnebago, Illinois",0.69253999,0.91426998,0.99177003,0.058759999,0.01332,0.096089996
17203,"Woodford, Illinois",1.06163,1.11509,0.98251998,0.08371,0.020129999,0.11348
18001,"Adams, Indiana",0.88123,0.75392002,0.99633002,0.04851,0.018370001,0.12841
18003,"Allen, Indiana",0.76571,0.92057002,0.98988003,0.070309997,0.01273,0.098289996
18005,"Bartholomew, Indiana",0.82498997,1.02782,0.99211001,0.076370001,0.0166,0.10016
18007,"Benton, Indiana",0.85102999,0.77367002,0.98303998,0.099119999,0.02035,0.11096
18009,"Blackford, Indiana",0.73729998,0.69814998,0.99260998,0.12537999,0.018750001,0.11863
18011,"Boone, Indiana",0.98833001,1.11246,0.96529001,0.10732,0.01472,0.099169999
18013,"Brown, Indiana",0.84320003,0.81937999,0.97974998,0.14806999,0.02702,0.12508
18015,"Carroll, Indiana",0.89156002,0.93867999,0.98386002,0.097039998,0.027450001,0.11145
18017,"Cass, Indiana",0.64837998,0.73782998,0.99447,0.068269998,0.01497,0.1085
18019,"Clark, Indiana",0.82122999,0.88578999,0.98006999,0.083099999,0.0085699996,0.094999999
18021,"Clay, Indiana",0.7888,0.77354002,0.99256003,0.10693,0.01519,0.11886
18023,"Clinton, Indiana",0.70153999,0.74169999,0.99342,0.084600002,0.015900001,0.11305
18025,"Crawford, Indiana",0.77706999,0.47059,0.99302,0.067869999,0.01534,0.12575001
18027,"Daviess, Indiana",0.73146999,0.90047002,0.99822003,0.075110003,0.01792,0.14492001
18029,"Dearborn, Indiana",0.94990999,0.93519998,0.99115002,0.074639998,0.018750001,0.11137
18031,"Decatur, Indiana",0.86707002,0.79911,0.99471998,0.11764,0.018139999,0.11602
18033,"DeKalb, Indiana",0.85146999,0.78658998,0.98602998,0.071479999,0.0177,0.10528
18035,"Delaware, Indiana",0.75151998,0.82498997,0.99311,0.12894,0.02244,0.10829
18037,"Dubois, Indiana",0.88872999,0.87861001,0.99803001,0.085150003,0.016310001,0.13302
18039,"Elkhart, Indiana",0.68068999,0.92004001,0.98734999,0.068690002,0.01406,0.095729999
18041,"Fayette, Indiana",0.69010001,0.64969999,0.99703997,0.12503999,0.016209999,0.12326
18043,"Floyd, Indiana",0.89868999,0.97412002,0.97201002,0.09003,0.01302,0.094860002
18045,"Fountain, Indiana",0.84794003,0.80997998,0.99408001,0.10129,0.02022,0.12589
18047,"Franklin, Indiana",0.89889997,1.05092,0.99361002,0.088160001,0.02943,0.12498
18049,"Fulton, Indiana",0.78792,0.67951,0.99246001,0.19777,0.01715,0.11433
18051,"Gibson, Indiana",0.86931002,0.95943999,0.99317002,0.14885999,0.01589,0.11864
18053,"Grant, Indiana",0.63485998,0.63765001,0.99602997,0.074100003,0.020649999,0.10792
18055,"Greene, Indiana",0.80587,0.69288999,0.99559999,0.15335999,0.018549999,0.12396
18057,"Hamilton, Indiana",1.1047699,1.36393,0.95139998,0.10307,0.01324,0.092129998
18059,"Hancock, Indiana",0.97965997,1.06177,0.96452999,0.089369997,0.016559999,0.098789997
18061,"Harrison, Indiana",0.90402001,0.83933002,0.99010003,0.086900003,0.01732,0.11154
18063,"Hendricks, Indiana",0.92931998,1.22805,0.95687997,0.098710001,0.016720001,0.097939998
18065,"Henry, Indiana",0.76604998,0.69696999,0.99334002,0.12291,0.020810001,0.1117
18067,"Howard, Indiana",0.77929997,0.87387002,0.99633002,0.073859997,0.017100001,0.10482
18069,"Huntington, Indiana",0.80271,0.7101,0.99032998,0.089639999,0.02025,0.10801
18071,"Jackson, Indiana",0.67777997,0.86729002,0.99553001,0.080700003,0.01406,0.11798
18073,"Jasper, Indiana",0.88543999,0.94661999,0.98784,0.097790003,0.01383,0.1106
18075,"Jay, Indiana",0.70731997,0.65377003,0.99546999,0.12642001,0.01599,0.12924001
18077,"Jefferson, Indiana",0.80694997,0.81326002,0.99643999,0.18449,0.023530001,0.11945
18079,"Jennings, Indiana",0.74383998,0.70497,0.99545002,0.07683,0.01072,0.11959
18081,"Johnson, Indiana",0.90367001,1.12582,0.96359998,0.08568,0.01083,0.096539997
18083,"Knox, Indiana",0.77276999,0.82507002,0.99633002,0.14595,0.01615,0.12712
18085,"Kosciusko, Indiana",0.82953,0.94818002,0.98974001,0.069159999,0.01922,0.1009
18087,"LaGrange, Indiana",0.80260998,0.88309002,0.98601002,0.06803,0.02348,0.10852
18089,"Lake, Indiana",0.73655999,0.88253999,0.98299003,0.06033,0.01079,0.095059998
18091,"LaPorte, Indiana",0.7274,0.80761999,0.99233001,0.093850002,0.01529,0.10642
18093,"Lawrence, Indiana",0.76993001,0.63404,0.99659002,0.082010001,0.021,0.11634
18095,"Madison, Indiana",0.70077997,0.74436003,0.99195999,0.084370002,0.01719,0.10429
18097,"Marion, Indiana",0.64282,0.79659998,0.98211002,0.068999998,0.015690001,0.087470002
18099,"Marshall, Indiana",0.79961002,0.90021998,0.98913002,0.081890002,0.02437,0.11126
18101,"Martin, Indiana",0.90463001,0.74151999,0.99658,0.076559998,0.01723,0.16034
18103,"Miami, Indiana",0.72579002,0.80277997,0.99018002,0.06741,0.01684,0.10869
18105,"Monroe, Indiana",1.02991,1.0185,0.98132998,0.12898999,0.02471,0.099880002
18107,"Montgomery, Indiana",0.82707,0.89166999,0.99637002,0.076549999,0.0186,0.11442
18109,"Morgan, Indiana",0.88023001,0.96416998,0.98031998,0.10055,0.0167,0.1037
18111,"Newton, Indiana",0.8114,0.79299998,0.98206002,0.095469996,0.02251,0.1086
18113,"Noble, Indiana",0.74302,0.75459999,0.98923999,0.05807,0.02,0.11058
18115,"Ohio, Indiana",0.89984,1.05424,0.99062997,0.09127,0.01705,0.12709001
18117,"Orange, Indiana",0.78084999,0.66447997,0.99866003,0.10657,0.02172,0.13758001
18119,"Owen, Indiana",0.78828001,0.58704001,0.98523003,0.12002,0.019780001,0.11237
18121,"Parke, Indiana",0.82599002,0.76545,0.99153,0.10906,0.024350001,0.11945
18123,"Perry, Indiana",0.88709998,0.80575001,0.99844003,0.09821,0.01605,0.13531999
18125,"Pike, Indiana",0.84871,0.65219998,0.99548,0.17568,0.019330001,0.13603
18127,"Porter, Indiana",0.91794997,1.07507,0.97817999,0.094800003,0.01598,0.097769998
18129,"Posey, Indiana",0.88253999,1.0032901,0.99054003,0.14930999,0.02537,0.11932
18131,"Pulaski, Indiana",0.83494002,0.59903002,0.99204999,0.10305,0.01818,0.11991
18133,"Putnam, Indiana",0.91301,0.86725003,0.98999,0.14374,0.01873,0.10851
18135,"Randolph, Indiana",0.72804999,0.64498001,0.99395001,0.11208,0.019610001,0.12247
18137,"Ripley, Indiana",0.96222001,0.79698998,0.99326998,0.12837,0.017890001,0.12009
18139,"Rush, Indiana",0.85039997,0.85460001,0.99387002,0.12775999,0.0239,0.12559
18141,"St. Joseph, Indiana",0.73885,0.91008002,0.98901999,0.065439999,0.01447,0.094889998
18143,"Scott, Indiana",0.73525,0.75889999,0.99518001,0.081160001,0.015790001,0.12213
18145,"Shelby, Indiana",0.80817997,0.94826001,0.99000001,0.11301,0.016519999,0.1072
18147,"Spencer, Indiana",0.92299002,0.90968001,0.99602997,0.090209998,0.02551,0.13065
18149,"Starke, Indiana",0.79974997,0.68198001,0.99201,0.094410002,0.01705,0.12061
18151,"Steuben, Indiana",0.80950999,0.85394001,0.99167001,0.067270003,0.02365,0.10642
18153,"Sullivan, Indiana",0.82416999,0.72983998,0.99719,0.082979999,0.017039999,0.13057999
18155,"Switzerland, Indiana",0.89344001,0.59867001,0.99579,0.088330001,0.018650001,0.12795
18157,"Tippecanoe, Indiana",0.88608998,1.00251,0.98668998,0.086560003,0.018999999,0.09956
18159,"Tipton, Indiana",0.93202001,0.99515003,0.99066001,0.09691,0.02424,0.1175
18161,"Union, Indiana",0.90530998,0.77987999,0.99597001,0.19698,0.024490001,0.13379
18163,"Vanderburgh, Indiana",0.79108,0.87911999,0.99291003,0.088069998,0.01764,0.09888
18165,"Vermillion, Indiana",0.81395,0.78349,0.99250001,0.10081,0.01352,0.12653001
18167,"Vigo, Indiana",0.75757998,0.77484,0.99467999,0.08862,0.01816,0.10413
18169,"Wabash, Indiana",0.77568001,0.7101,0.99498999,0.0748,0.02486,0.11642
18171,"Warren, Indiana",0.84447998,0.79730999,0.99188,0.064730003,0.025289999,0.13609
18173,"Warrick, Indiana",0.96556002,0.96469003,0.97864002,0.10822,0.01408,0.10083
18175,"Washington, Indiana",0.81598002,0.62322998,0.99668002,0.059739999,0.016419999,0.12131
18177,"Wayne, Indiana",0.68084002,0.6904,0.99557,0.14432999,0.020059999,0.11177
18179,"Wells, Indiana",0.83754998,0.89183003,0.98944002,0.05731,0.01639,0.1119
18181,"White, Indiana",0.79141998,0.79904002,0.98923999,0.12214,0.01521,0.10734
18183,"Whitley, Indiana",0.93697,0.89345998,0.98598999,0.096170001,0.0176,0.11062
19001,"Adair, Iowa",1.04217,0.80233002,0.99501997,0.091109999,0.040690001,0.12763999
19003,"Adams, Iowa",0.99168003,,0.99730003,0.071089998,0.02774,0.12864999
19005,"Allamakee, Iowa",0.95157999,0.76674998,0.9975,0.10094,0.02224,0.14259
19007,"Appanoose, Iowa",0.83076,0.76648003,0.99893999,0.082520001,0.02101,0.14641
19009,"Audubon, Iowa",1.0862499,,0.99540001,0.083630003,0.031640001,0.12437
19011,"Benton, Iowa",1.12208,1.00179,0.98512,0.097910002,0.017960001,0.11905
19013,"Black Hawk, Iowa",0.84346002,0.95526999,0.9932,0.07412,0.0167,0.10819
19015,"Boone, Iowa",1.105,0.90331,0.98965001,0.1028,0.02255,0.11721
19017,"Bremer, Iowa",1.1985101,1.05158,0.98540002,0.10522,0.026459999,0.10904
19019,"Buchanan, Iowa",1.12161,1.00256,0.99426001,0.093460001,0.021469999,0.12076
19021,"Buena Vista, Iowa",0.61985999,0.86421001,0.99680001,0.059289999,0.01757,0.11752
19023,"Butler, Iowa",1.15878,0.82868999,0.99062997,0.089579999,0.02368,0.12118
19025,"Calhoun, Iowa",1.0970401,0.79408997,0.99563003,0.091700003,0.026690001,0.12835
19027,"Carroll, Iowa",1.1022201,1.0073299,0.99599999,0.057390001,0.019610001,0.12658
19029,"Cass, Iowa",0.91459,0.83844,0.99523997,0.19573,0.019409999,0.12148
19031,"Cedar, Iowa",1.12602,0.91881001,0.98532999,0.12529001,0.018750001,0.11309
19033,"Cerro Gordo, Iowa",0.93401003,0.91956002,0.99479997,0.12766001,0.021029999,0.11279
19035,"Cherokee, Iowa",1.06761,0.90310001,0.99641001,0.092919998,0.02489,0.1229
19037,"Chickasaw, Iowa",1.0524,0.83626002,0.99729002,0.14313,0.023259999,0.13031
19039,"Clarke, Iowa",0.78982002,0.73167998,0.99202001,0.069430001,0.01698,0.11846
19041,"Clay, Iowa",0.96508002,0.79298002,0.99638999,0.093379997,0.021369999,0.11205
19043,"Clayton, Iowa",1.11678,0.82686001,0.99646997,0.082060002,0.02935,0.13473
19045,"Clinton, Iowa",0.85602999,0.88891,0.99488002,0.074249998,0.01491,0.11489
19047,"Crawford, Iowa",0.70107001,0.80277002,0.99772,0.04544,0.01306,0.13392
19049,"Dallas, Iowa",1.05221,1.30232,0.94564998,0.081029996,0.00825,0.09967
19051,"Davis, Iowa",0.95643997,0.90864998,0.99747998,0.15245999,0.0273,0.13286
19053,"Decatur, Iowa",0.97814,0.79729998,0.99457002,0.15202001,0.01536,0.12215
19055,"Delaware, Iowa",1.10604,0.88701999,0.99734998,0.067869999,0.019060001,0.13379
19057,"Des Moines, Iowa",0.82726002,0.81266999,0.99755001,0.09437,0.01849,0.12008
19059,"Dickinson, Iowa",1.1104701,1.03741,0.99606001,0.077950001,0.025389999,0.10957
19061,"Dubuque, Iowa",1.01527,0.94423002,0.99594998,0.0744,0.015769999,0.11175
19063,"Emmet, Iowa",0.91679001,0.96860999,0.99734002,0.072999999,0.023569999,0.12421
19065,"Fayette, Iowa",0.99362999,0.78337997,0.99416,0.06859,0.019929999,0.12343
19067,"Floyd, Iowa",0.96565998,0.77835,0.9939,0.14196999,0.02131,0.12702
19069,"Franklin, Iowa",0.81181997,0.96893001,0.99425,0.060419999,0.01533,0.12616999
19071,"Fremont, Iowa",0.98953998,0.77477002,0.99430001,0.094829999,0.027589999,0.12143
19073,"Greene, Iowa",1.02468,0.75095999,0.99713999,0.12217,0.033640001,0.1221
19075,"Grundy, Iowa",1.1821001,0.98756999,0.99092001,0.094850004,0.0219,0.11388
19077,"Guthrie, Iowa",1.09542,0.82753003,0.99028999,0.11038,0.0219,0.11862
19079,"Hamilton, Iowa",0.87664002,0.93430001,0.99579,0.079719998,0.023870001,0.12702
19081,"Hancock, Iowa",1.02168,0.89859003,0.99357998,0.075319998,0.02537,0.11829
19083,"Hardin, Iowa",1.0229501,0.80076998,0.99519998,0.10549,0.022530001,0.12327
19085,"Harrison, Iowa",1.09229,0.91097999,0.99307001,0.090410002,0.01836,0.12153
19087,"Henry, Iowa",0.93019003,0.87222999,0.99359,0.081029996,0.019090001,0.11693
19089,"Howard, Iowa",1.07022,0.83680999,0.99725997,0.093269996,0.01282,0.13651
19091,"Humboldt, Iowa",1.03614,0.89797997,0.99423999,0.065009996,0.01263,0.12711
19093,"Ida, Iowa",1.06471,,0.99746001,0.18035001,0.01756,0.12233
19095,"Iowa, Iowa",1.10716,0.9483,0.99289,0.069430001,0.01333,0.12211
19097,"Jackson, Iowa",1.00366,0.88881999,0.99361002,0.086290002,0.01162,0.13036001
19099,"Jasper, Iowa",0.97178,0.88676,0.99214,0.081009999,0.02406,0.11744
19101,"Jefferson, Iowa",0.99169999,0.82467002,0.99676001,0.12069,0.035100002,0.12639
19103,"Johnson, Iowa",1.09649,1.2263,0.97375,0.096160002,0.017929999,0.10672
19105,"Jones, Iowa",1.0578001,0.89262998,0.99335998,0.085749999,0.024350001,0.12355
19107,"Keokuk, Iowa",0.96718001,0.73957002,0.99432999,0.10164,0.018279999,0.12025
19109,"Kossuth, Iowa",1.01635,0.89311999,0.99712002,0.071280003,0.02507,0.12307
19111,"Lee, Iowa",0.79536003,0.74636,0.99747002,0.11625,0.01602,0.12767
19113,"Linn, Iowa",1.00389,1.177,0.98786998,0.10529,0.01368,0.09815
19115,"Louisa, Iowa",0.82337999,0.80113,0.99410999,0.09138,0.017349999,0.12988999
19117,"Lucas, Iowa",0.91488999,0.80430001,0.99528998,0.055300001,0.017510001,0.14079
19119,"Lyon, Iowa",1.16634,1.02918,0.99785,0.076899998,0.02177,0.12675001
19121,"Madison, Iowa",1.16129,1.00685,0.98334002,0.14293,0.03184,0.11235
19123,"Mahaska, Iowa",0.96131998,0.79303002,0.99611998,0.087839998,0.025590001,0.11862
19125,"Marion, Iowa",1.0699,0.95797998,0.99189001,0.054869998,0.02286,0.11539
19127,"Marshall, Iowa",0.70670003,0.83951002,0.99545997,0.050810002,0.01259,0.12008
19129,"Mills, Iowa",1.09574,1.07221,0.98951,0.082850002,0.027070001,0.11329
19131,"Mitchell, Iowa",1.13223,0.85522997,0.99739999,0.10919,0.038079999,0.13727
19133,"Monona, Iowa",1.00617,0.94072002,0.99721003,0.084409997,0.0231,0.12774999
19135,"Monroe, Iowa",0.97517002,0.75898999,0.99561,0.063749999,0.020330001,0.13141
19137,"Montgomery, Iowa",0.90561002,0.79903001,0.99708998,0.09369,0.018519999,0.12661
19139,"Muscatine, Iowa",0.81383002,0.86553001,0.99761999,0.08224,0.01502,0.11865
19141,"O'Brien, Iowa",1.0548,0.94292998,0.99414998,0.047759999,0.02141,0.11956
19143,"Osceola, Iowa",0.94143999,0.90675002,0.99299002,0.05353,0.018069999,0.12893
19145,"Page, Iowa",0.96125001,0.72505999,0.99795997,0.085749999,0.02338,0.12773
19147,"Palo Alto, Iowa",1.0679801,0.87939,0.99583,0.074029997,0.021640001,0.1198
19149,"Plymouth, Iowa",1.04109,1.09457,0.99335998,0.059939999,0.01477,0.12105
19151,"Pocahontas, Iowa",0.91883999,0.81550997,0.99308997,0.05607,0.031569999,0.11619
19153,"Polk, Iowa",0.86509001,1.04963,0.98370999,0.088500001,0.01749,0.099749997
19155,"Pottawattamie, Iowa",0.82823998,0.94497001,0.98615998,0.059379999,0.0133,0.099160001
19157,"Poweshiek, Iowa",1.02074,0.94637001,0.99583,0.077380002,0.0296,0.12196
19159,"Ringgold, Iowa",0.99833,0.85435998,0.99735999,0.090659998,0.02809,0.15092
19161,"Sac, Iowa",0.92429,0.90508002,0.99589998,0.065710001,0.024320001,0.18986
19163,"Scott, Iowa",0.84495997,1.02214,0.98954999,0.095150001,0.01396,0.098480001
19165,"Shelby, Iowa",1.04129,1.07428,0.99653,0.066150002,0.024119999,0.12545
19167,"Sioux, Iowa",0.98806,1.01904,0.99720001,0.060180001,0.02297,0.12762
19169,"Story, Iowa",1.1839,1.33436,0.96653998,0.085730001,0.02641,0.11211
19171,"Tama, Iowa",0.88661999,0.87853998,0.99308997,0.067129999,0.020330001,0.13068999
19173,"Taylor, Iowa",0.92896003,0.82287002,0.99883997,0.086970001,0.020509999,0.13246
19175,"Union, Iowa",0.89901,0.88155001,0.99763,0.073639996,0.017790001,0.12802
19177,"Van Buren, Iowa",0.91786999,0.77244997,0.99480999,0.10549,0.02633,0.13142
19179,"Wapello, Iowa",0.71122998,0.78483999,0.99612999,0.074989997,0.01481,0.11601
19181,"Warren, Iowa",1.11465,1.1433001,0.96877003,0.093340002,0.0188,0.10312
19183,"Washington, Iowa",1.02451,0.94976002,0.99399,0.077579997,0.020230001,0.11696
19185,"Wayne, Iowa",0.94835001,0.88041002,0.99663001,0.080959998,0.020740001,0.14386
19187,"Webster, Iowa",0.87379003,0.77076,0.99638999,0.088169999,0.01582,0.12076
19189,"Winnebago, Iowa",1.0075999,0.83934999,0.99651003,0.094109997,0.027899999,0.1212
19191,"Winneshiek, Iowa",1.2157,0.91882002,0.99668002,0.081540003,0.037050001,0.12784
19193,"Woodbury, Iowa",0.77585,0.97008997,0.99519002,0.052829999,0.01626,0.10423
19195,"Worth, Iowa",1.03399,0.87507999,0.98587,0.15290999,0.020719999,0.12428
19197,"Wright, Iowa",0.76385999,0.89595997,0.99453002,0.067029998,0.017759999,0.11892
20001,"Allen, Kansas",0.77282,0.65759999,0.99698001,0.077339999,0.023,0.12746
20003,"Anderson, Kansas",0.96709001,0.70556003,0.99286002,0.10266,0.022390001,0.12278
20005,"Atchison, Kansas",0.91580999,0.85604,0.99643999,0.23508,0.02114,0.12588
20007,"Barber, Kansas",1.00301,0.8193,1.0,0.16666999,0.02744,0.13888
20009,"Barton, Kansas",0.83504999,0.84828001,0.99634999,0.075790003,0.02203,0.11989
20011,"Bourbon, Kansas",0.81825,0.68252999,0.99747998,0.08642,0.02407,0.13459
20013,"Brown, Kansas",0.88506001,0.84391999,0.99866998,0.091559999,0.041639999,0.12408
20015,"Butler, Kansas",0.9878,1.12202,0.97679001,0.077090003,0.020190001,0.10018
20017,"Chase, Kansas",0.98408002,,0.99743998,0.091190003,0.038369998,0.12909
20019,"Chautauqua, Kansas",0.82738,,0.99699998,0.13123,0.027419999,0.12428
20021,"Cherokee, Kansas",0.80658001,0.64664,0.99128002,0.072279997,0.02165,0.11575
20023,"Cheyenne, Kansas",0.99049002,,0.99632001,0.27358001,0.043559998,0.11446
20025,"Clark, Kansas",1.10186,,0.99198997,0.073849998,0.0178,0.099770002
20027,"Clay, Kansas",0.97689998,0.95883,0.99655998,0.090290003,0.03325,0.12185
20029,"Cloud, Kansas",0.94858998,0.82230002,0.99642998,0.055059999,0.02627,0.13044
20031,"Coffey, Kansas",1.0122,1.12401,0.99708998,0.097649999,0.02479,0.1184
20033,"Comanche, Kansas",1.11961,,0.99886,0.11617,0.033890001,0.13265
20035,"Cowley, Kansas",0.79356998,0.87105,0.99484998,0.082670003,0.02125,0.11585
20037,"Crawford, Kansas",0.84542,0.78671002,0.99606001,0.093249999,0.02313,0.11637
20039,"Decatur, Kansas",0.94524002,,0.99992001,0.18974,0.02424,0.12461
20041,"Dickinson, Kansas",0.96974999,0.87661999,0.99084997,0.14331,0.02317,0.10612
20043,"Doniphan, Kansas",0.97083998,0.81068999,0.99366999,0.12424,0.01788,0.12653001
20045,"Douglas, Kansas",1.08681,1.20233,0.97549999,0.098099999,0.02454,0.10082
20047,"Edwards, Kansas",0.85889,,0.99769002,0.16255,0.02764,0.12178
20049,"Elk, Kansas",0.91036999,,0.99286002,0.12657,0.043389998,0.1118
20051,"Ellis, Kansas",1.10554,1.12629,0.99566001,0.075659998,0.02476,0.11782
20053,"Ellsworth, Kansas",0.95778,0.8635,0.99695998,0.088270001,0.04315,0.11629
20055,"Finney, Kansas",0.69670999,0.79052001,0.99634999,0.050409999,0.01448,0.10602
20057,"Ford, Kansas",0.60279,0.69709003,0.99585003,0.035769999,0.01495,0.11062
20059,"Franklin, Kansas",0.96956998,0.80405003,0.99177998,0.10082,0.01839,0.10897
20061,"Geary, Kansas",0.87906998,1.04013,0.93316001,0.063259996,0.01155,0.081179999
20063,"Gove, Kansas",1.12533,,0.99777001,0.07508,0.039650001,0.11695
20065,"Graham, Kansas",1.01243,,0.99738997,0.093319997,0.059069999,0.1228
20067,"Grant, Kansas",0.71670002,0.92123997,0.99799001,0.10388,0.02318,0.12454
20069,"Gray, Kansas",1.03863,1.12953,0.99401999,0.11768,0.02444,0.12035
20071,"Greeley, Kansas",,,0.99706852,0.2872653,0.055152521,0.12104063
20073,"Greenwood, Kansas",0.93081999,0.78560001,0.99738002,0.11413,0.034170002,0.13235
20075,"Hamilton, Kansas",0.63841999,,0.99608999,0.03019,0.022430001,0.111
20077,"Harper, Kansas",0.92580998,0.82169998,0.99748999,0.14599,0.035840001,0.12966
20079,"Harvey, Kansas",0.90732002,0.97363001,0.98645002,0.094070002,0.024460001,0.10468
20081,"Haskell, Kansas",0.89012998,1.02578,0.99378997,0.06312,0.02667,0.12061
20083,"Hodgeman, Kansas",1.13598,,0.99834001,0.14452,0.042440001,0.1162
20085,"Jackson, Kansas",0.99778998,0.82014,0.99080998,0.11333,0.019339999,0.11356
20087,"Jefferson, Kansas",1.10123,1.03758,0.98629999,0.10099,0.0241,0.11005
20089,"Jewell, Kansas",0.95844001,,0.99642003,0.16140001,0.02857,0.1204
20091,"Johnson, Kansas",1.0613101,1.26498,0.97061002,0.085330002,0.0136,0.094300002
20093,"Kearny, Kansas",0.82278001,1.13328,0.99707001,0.14133,0.01991,0.11355
20095,"Kingman, Kansas",0.98304999,0.99962002,0.99361998,0.11705,0.03204,0.11482
20097,"Kiowa, Kansas",1.12808,,0.99825001,0.040369999,0.064630002,0.12315
20099,"Labette, Kansas",0.78236997,0.81519997,0.99747998,0.11488,0.021709999,0.12676001
20101,"Lane, Kansas",0.94128001,,0.99772,0.14528,0.021539999,0.10429
20103,"Leavenworth, Kansas",0.97672999,1.08973,0.98034,0.085660003,0.018309999,0.09262
20105,"Lincoln, Kansas",0.97731,,0.99269998,0.12605,0.038789999,0.11155
20107,"Linn, Kansas",0.94910002,0.78057998,0.98984998,0.10713,0.020679999,0.11213
20109,"Logan, Kansas",0.99975002,,0.99553001,0.066090003,0.01383,0.11314
20111,"Lyon, Kansas",0.85102999,0.80079001,0.99673003,0.079970002,0.023600001,0.1147
20113,"McPherson, Kansas",1.04287,1.00959,0.99264997,0.074929997,0.027690001,0.10628
20115,"Marion, Kansas",1.00951,0.86269999,0.99400002,0.11409,0.033240002,0.11349
20117,"Marshall, Kansas",1.00089,0.84614998,0.99851,0.098810002,0.028000001,0.13666999
20119,"Meade, Kansas",0.94835001,,0.99592,0.085859999,0.042479999,0.10961
20121,"Miami, Kansas",1.05277,1.0323499,0.98967999,0.092519999,0.02788,0.11157
20123,"Mitchell, Kansas",1.06715,0.74059999,0.99658,0.068549998,0.03269,0.12606999
20125,"Montgomery, Kansas",0.74839002,0.75449002,0.99519998,0.098310001,0.021120001,0.11465
20127,"Morris, Kansas",1.02764,0.98091,0.99542999,0.10578,0.03176,0.12009
20129,"Morton, Kansas",0.88933998,,0.99756002,0.099200003,0.035750002,0.12624
20131,"Nemaha, Kansas",1.07207,0.98977,0.99760997,0.07745,0.023800001,0.14225
20133,"Neosho, Kansas",0.81098002,0.84495997,0.99765003,0.12364,0.01959,0.12999
20135,"Ness, Kansas",0.99545002,,0.99829,0.14573,0.035270002,0.11926
20137,"Norton, Kansas",0.94418001,0.99694002,0.99904001,0.076590002,0.02627,0.12436
20139,"Osage, Kansas",1.00543,0.85162997,0.98905998,0.12348,0.02255,0.10827
20141,"Osborne, Kansas",0.97916001,0.69455999,0.99768001,0.12413,0.030130001,0.13313
20143,"Ottawa, Kansas",1.00792,0.82931,0.98932999,0.075029999,0.03404,0.11107
20145,"Pawnee, Kansas",0.95029998,0.87909001,0.99456,0.10358,0.01957,0.11452
20147,"Phillips, Kansas",1.03273,0.78678,0.99811,0.12929,0.033130001,0.12521
20149,"Pottawatomie, Kansas",1.10542,0.90099001,0.98882002,0.10437,0.0208,0.11308
20151,"Pratt, Kansas",0.94848001,0.92495,0.99712998,0.086669996,0.034449998,0.11641
20153,"Rawlins, Kansas",0.98821002,,0.99700999,0.20879,0.02444,0.12471
20155,"Reno, Kansas",0.86844999,0.79382998,0.99473,0.065559998,0.01991,0.10355
20157,"Republic, Kansas",1.0118001,0.90280998,0.99671,0.11752,0.03022,0.12813
20159,"Rice, Kansas",0.90935999,0.83485001,0.99404001,0.12027,0.02681,0.11043
20161,"Riley, Kansas",1.11905,1.21858,0.96508002,0.093139999,0.024250001,0.095179997
20163,"Rooks, Kansas",1.04843,0.92348999,0.99971002,0.10094,0.03193,0.12847
20165,"Rush, Kansas",1.04391,,0.99220997,0.14740001,0.025669999,0.10643
20167,"Russell, Kansas",0.93883997,0.73971999,0.99583,0.086379997,0.0285,0.12822001
20169,"Saline, Kansas",0.83788002,0.84403998,0.99646002,0.058389999,0.018789999,0.10646
20171,"Scott, Kansas",0.85899001,0.94481999,0.99694002,0.16901,0.02084,0.12255
20173,"Sedgwick, Kansas",0.79304999,0.95005,0.98992997,0.059319999,0.01446,0.09386
20175,"Seward, Kansas",0.59332001,0.71460003,0.99662,0.026380001,0.01377,0.10738
20177,"Shawnee, Kansas",0.84419,0.93897003,0.99142998,0.085560001,0.01959,0.096299998
20179,"Sheridan, Kansas",1.06972,,0.99790001,0.089330003,0.03073,0.12454
